Player,BankIni,BankInc,BankIncBet,TotalGames,TotalBet,TotalB,TotalR,TotalC,TotalK,PreflopVCom,FlopVCom,TurnVCom,RiverVCom,FlopVSim,TurnVSim,RiverVSim
Pongy,213.84,-1.9,41.74,10.0,50.0,16.0,1.0,21.0,17.0,0.57338,0.69905,0.70329,0.69474,0.76280958538,0.80309646936,0.83904961984
dominator,103.3,252.1,98.26,14.0,88.0,14.0,17.0,19.0,28.0,0.604342857143,0.624371428571,0.580471428571,0.57285,0.606838229807,0.722034747964,0.8306616053
HIPSHOT,155.98,297.6,728.26,102.0,635.0,151.0,42.0,222.0,169.0,0.591512745098,0.62196372549,0.666989215686,0.705271568627,0.602487390125,0.728628808233,0.865221307227
dalec,570.92,108.3,18.0,4.0,29.0,3.0,5.0,7.0,7.0,0.556575,0.577225,0.585975,0.543775,0.5082309847,0.605704589525,0.6895061871
the_mind,97.2,177.66,103.26,13.0,94.0,16.0,11.0,31.0,21.0,0.531569230769,0.639938461538,0.667415384615,0.643361538462,0.564771825892,0.741098688,0.805958951638
Slut,310.2,-15.96,109.74,10.0,81.0,15.0,16.0,12.0,12.0,0.63689,0.59414,0.63368,0.62232,0.59208406441,0.77953566043,0.83829912734
hnilnirt,218.98,99.98,211.48,20.0,109.0,18.0,11.0,38.0,39.0,0.611925,0.749305,0.75712,0.752345,0.79836803952,0.8670164989,0.91533867392
Fsh2Shark,180.1,29.5,122.0,6.0,70.0,12.0,12.0,9.0,3.0,0.622733333333,0.588316666667,0.576983333333,0.778033333333,0.507866351683,0.66682006135,0.89254939155
Hoss,889.18,-647.18,50.0,11.0,47.0,13.0,4.0,16.0,23.0,0.554890909091,0.588627272727,0.584081818182,0.529736363636,0.614275780227,0.669054999618,0.790443625
lore,194.8,231.92,2731.98,364.0,2118.0,658.0,273.0,486.0,571.0,0.582721153846,0.647043681319,0.659121428571,0.664968406593,0.668184478989,0.772624691255,0.853290857763
bangles,359.36,2490.84,355.24,47.0,308.0,66.0,46.0,72.0,75.0,0.576834042553,0.674723404255,0.687425531915,0.694982978723,0.674225140134,0.773760101421,0.864359475379
AndreaM,122.66,-80.5,403.5,70.0,461.0,109.0,66.0,134.0,106.0,0.544285714286,0.572632857143,0.5795,0.581715714286,0.53398006455,0.656307017309,0.765292463133
benvolio,242.54,5.46,945.5,145.0,1062.0,262.0,150.0,254.0,165.0,0.55212137931,0.607768275862,0.622232413793,0.59821862069,0.606929564929,0.725813691522,0.804249662726
GV,115.14,0.48,340.48,61.0,306.0,80.0,52.0,67.0,120.0,0.543413114754,0.593960655738,0.595760655738,0.574726229508,0.626766236126,0.728157076198,0.79760098238
john_law,191.42,383.32,1147.0,149.0,1146.0,239.0,152.0,292.0,168.0,0.578932214765,0.626604026846,0.64788590604,0.674404026846,0.61057138653,0.729507213309,0.851746788029
dont_call,985.22,8.74,83.24,10.0,74.0,22.0,11.0,11.0,13.0,0.60058,0.68419,0.70224,0.6842,0.67103206668,0.74749584449,0.800071721
MegaHertz,309.72,728.8,3174.24,527.0,2913.0,643.0,207.0,1124.0,964.0,0.544981783681,0.593588804554,0.611166223909,0.605944971537,0.595276896339,0.727825101723,0.810448423274
NickySix,1010.1,255.2,193.0,17.0,168.0,23.0,34.0,32.0,18.0,0.621082352941,0.655641176471,0.665835294118,0.668864705882,0.635007962441,0.752527685288,0.797759035747
GG,255.26,591.28,436.0,53.0,374.0,100.0,62.0,66.0,66.0,0.612326415094,0.642667924528,0.650298113208,0.636190566038,0.665875355942,0.753599037577,0.801693050219
jack,118.9,305.88,57.74,23.0,162.0,21.0,18.0,54.0,50.0,0.597456521739,0.618704347826,0.6244,0.622639130435,0.593689181352,0.71217296283,0.786399175048
numskull,120.4,389.36,14911.72,1883.0,13111.0,3186.0,1906.0,3126.0,2447.0,0.566619437069,0.621864737122,0.627855284121,0.635233616569,0.619991223542,0.722192177456,0.819450165375
theking,1981.18,1027.1,12655.74,1660.0,13224.0,2921.0,2393.0,2305.0,2104.0,0.527934518072,0.570501686747,0.582606144578,0.590577951807,0.562416561852,0.693003515122,0.804554157159
PocoLoco,107.4,108.52,84.0,7.0,54.0,11.0,8.0,10.0,8.0,0.631914285714,0.6197,0.678585714286,0.679014285714,0.640364937186,0.851262922757,0.911872661157
fluke17,368.8,-265.58,1193.5,162.0,1091.0,260.0,118.0,329.0,236.0,0.557415432099,0.621301234568,0.642037654321,0.666337654321,0.622780083073,0.738429479107,0.83969213279
Quisp,106.2,-18.8,439.5,87.0,588.0,154.0,76.0,152.0,121.0,0.577240229885,0.628381609195,0.641771264368,0.617532183908,0.614660258447,0.732851420847,0.799654189705
StMroller,113.18,0.0,28.0,1.0,12.0,4.0,2.0,0.0,0.0,0.6355,0.85,0.861,0.9263,0.8248761043,0.8249007295,0.9700526364
CFsneezix,427.64,450.92,295.5,42.0,277.0,75.0,34.0,63.0,57.0,0.591873809524,0.601733333333,0.63499047619,0.694245238095,0.57470315966,0.730730799633,0.864769442579
TANKER,102.64,134.04,381.5,37.0,241.0,31.0,17.0,99.0,68.0,0.569354054054,0.667475675676,0.718921621622,0.755505405405,0.670976165927,0.796890575354,0.893728114935
PokerBill,157.4,3.94,156.0,29.0,156.0,39.0,9.0,56.0,51.0,0.611451724138,0.656855172414,0.654048275862,0.673255172414,0.6559385558,0.7518971647,0.852090650579
is314onu,639.34,-229.58,391.66,66.0,292.0,59.0,10.0,143.0,137.0,0.506553030303,0.576112121212,0.594360606061,0.584645454545,0.567248618559,0.711313558058,0.786930838762
Nightmare,224.7,23.5,105.0,12.0,90.0,14.0,13.0,23.0,15.0,0.549425,0.770141666667,0.779141666667,0.770758333333,0.843379916075,0.865880647125,0.883735994392
Stive-Co,159.62,-65.08,1745.24,288.0,1719.0,455.0,148.0,568.0,444.0,0.569529861111,0.61321875,0.621467708333,0.627195486111,0.609496323902,0.717381069683,0.823045489561
esox,186.16,-27.4,26.5,5.0,28.0,5.0,2.0,12.0,7.0,0.58448,0.68664,0.65484,0.5606,0.65445224244,0.75684643088,0.90694193062
fabulous,107.7,-54.92,669.26,84.0,526.0,92.0,42.0,205.0,148.0,0.604932142857,0.634204761905,0.652446428571,0.670355952381,0.656131930798,0.76465978791,0.849864611598
evillurkr,201.96,21.5,36.0,4.0,34.0,7.0,6.0,7.0,1.0,0.581275,0.656025,0.716125,0.770075,0.580018545875,0.802179333275,0.873586742375
robw,102.82,152.62,9777.34,1336.0,9687.0,2642.0,1301.0,2357.0,1583.0,0.546908607784,0.596493038922,0.600337200599,0.610743637725,0.593155755509,0.708257992856,0.811707423641
Sirotka33,221.92,-60.5,119.0,29.0,144.0,48.0,14.0,51.0,56.0,0.565796551724,0.604837931034,0.57985862069,0.572206896552,0.57918232279,0.627838363455,0.735673911472
PW0016,139.64,-44.0,58.5,12.0,74.0,11.0,10.0,23.0,20.0,0.628383333333,0.674775,0.641533333333,0.599266666667,0.701138788858,0.711103543983,0.79606291235
gazoo,188.28,271.64,10855.94,1259.0,10169.0,2257.0,1791.0,2058.0,1386.0,0.551060444797,0.605492216044,0.608215885624,0.619029150119,0.608012290577,0.708814082548,0.809416495565
blue,102.1,0.0,13.0,1.0,6.0,0.0,1.0,3.0,1.0,0.7993,0.8156,0.8273,0.8571,0.8529734971,0.8544510112,0.8544510112
PokeHer,294.8,0.0,6.5,1.0,3.0,1.0,0.0,1.0,2.0,0.7502,0.9583,0.9064,0.9616,0.9859047465,0.9859085942,0.9859085942
AIYAH,1232.8,-796.46,756.74,113.0,764.0,186.0,81.0,223.0,139.0,0.546055752212,0.589276106195,0.602220353982,0.596603539823,0.604190457673,0.704252858394,0.827913214301
POed,86.12,0.0,16.0,1.0,8.0,2.0,1.0,3.0,2.0,0.5519,0.6574,0.6618,0.6495,0.694534737,0.694534737,0.694534737
Zeus,126.2,-9.0,14.0,4.0,17.0,7.0,2.0,5.0,7.0,0.53335,0.60185,0.63135,0.56035,0.69155700745,0.810039400375,0.90877273985
jaeger,164.7,91.26,503.76,60.0,393.0,101.0,43.0,94.0,83.0,0.570395,0.630101666667,0.661598333333,0.687255,0.646565254302,0.766053793312,0.850475696683
Blades,248.74,-43.82,1992.18,233.0,1566.0,290.0,239.0,422.0,376.0,0.575386266094,0.623309871245,0.626787982833,0.625765665236,0.626487339733,0.718835095939,0.805223210117
GAR2,357.6,630.08,4317.96,711.0,3623.0,862.0,200.0,1595.0,1309.0,0.554584247539,0.601011111111,0.609041209564,0.627547960619,0.600520557134,0.716193702409,0.815764253338
fuc,120.34,2061.26,1463.48,178.0,1335.0,332.0,267.0,179.0,242.0,0.538064044944,0.572175842697,0.606510674157,0.61793988764,0.570797290398,0.712948798795,0.815102776201
Trouble2,1386.4,-433.84,380.5,57.0,282.0,75.0,28.0,95.0,106.0,0.557414035088,0.537387719298,0.521233333333,0.57160877193,0.469427690107,0.588805063179,0.781253068021
padan,100.38,166.24,121.24,13.0,111.0,23.0,18.0,20.0,11.0,0.617684615385,0.636730769231,0.606876923077,0.629138461538,0.599920115977,0.635798283808,0.782677864054
dred,530.7,-211.08,565.0,90.0,518.0,109.0,42.0,197.0,157.0,0.584756666667,0.652445555556,0.658507777778,0.65771,0.692474827538,0.778928768086,0.845974223016
Mist,144.98,60.0,192.0,39.0,218.0,72.0,28.0,52.0,61.0,0.542341025641,0.596271794872,0.590438461538,0.596212820513,0.624786088,0.722974347531,0.819743420054
__--,92.24,126.96,1045.26,166.0,931.0,327.0,168.0,134.0,271.0,0.527074096386,0.544055421687,0.558331325301,0.555642771084,0.549668667283,0.679309119388,0.806881997463
drh,197.54,100.0,331.0,34.0,186.0,34.0,6.0,83.0,52.0,0.527526470588,0.611761764706,0.644120588235,0.652044117647,0.5759774498,0.696071143391,0.796095259368
GRose,118.4,523.2,51.5,10.0,53.0,11.0,9.0,13.0,20.0,0.585,0.60341,0.62515,0.6043,0.6280093576,0.6649779912,0.80546310831
gls,105.48,-66.0,177.5,21.0,194.0,32.0,29.0,44.0,23.0,0.533661904762,0.568161904762,0.549314285714,0.527033333333,0.54662571989,0.646644023914,0.764044317357
Bingo,134.4,252.48,933.0,129.0,871.0,212.0,106.0,222.0,161.0,0.596949612403,0.67148372093,0.674240310078,0.670658914729,0.711486198534,0.786354419526,0.846247571782
T_Rex,116.7,-3.02,194.48,25.0,166.0,39.0,19.0,41.0,34.0,0.500064,0.597476,0.667828,0.67928,0.603250377068,0.795393311164,0.85286446886
mkong55,277.12,1183.02,948.26,132.0,914.0,279.0,139.0,163.0,156.0,0.574953787879,0.625240151515,0.649759848485,0.646903787879,0.661361170348,0.771120992104,0.841352167325
ThePhonz,701.4,694.2,74.0,7.0,52.0,5.0,11.0,12.0,8.0,0.583657142857,0.538671428571,0.556414285714,0.605842857143,0.369374343143,0.590140231929,0.765067785357
Junk,162.44,331.04,2338.94,326.0,2293.0,538.0,289.0,612.0,461.0,0.565948466258,0.605241104294,0.603288957055,0.609753680982,0.602151796303,0.70558196615,0.796579756253
saffokles,232.96,19.5,57.0,8.0,48.0,11.0,1.0,20.0,14.0,0.56405,0.5763625,0.556675,0.5593375,0.57977710315,0.5800535599,0.727474836088
Diggity,491.46,16.0,48.0,5.0,26.0,5.0,3.0,8.0,11.0,0.55218,0.59356,0.55738,0.55618,0.64704127804,0.73650414012,0.84927109306
Thumpit,254.96,-8.5,4.0,2.0,3.0,2.0,1.0,0.0,7.0,0.5426,0.436,0.4551,0.3803,0.4474135808,0.74241850585,0.74394527045
Temmi,165.0,70.74,1156.24,145.0,1085.0,264.0,141.0,257.0,159.0,0.573611724138,0.631300689655,0.65696137931,0.668144827586,0.63457509529,0.754693463588,0.846555659394
dgrPL,116.62,6.1,137.0,6.0,46.0,12.0,3.0,12.0,7.0,0.597666666667,0.72845,0.689083333333,0.859016666667,0.7265821072,0.827061529733,0.970140299733
m1,141.34,20.4,0.0,2.0,13.0,1.0,1.0,6.0,3.0,0.6298,0.5376,0.53305,0.4189,0.3337912088,0.67884846245,0.6788730877
Zwierdo,185.52,2408.04,7183.44,1033.0,6550.0,1745.0,1038.0,1388.0,1630.0,0.567785963214,0.607145111326,0.616111616651,0.617863310745,0.593329678285,0.711904774942,0.810607980627
FrisB,201.1,1.0,4.5,3.0,10.0,3.0,0.0,4.0,9.0,0.5376,0.475766666667,0.4419,0.503066666667,0.485365941233,0.497025476867,0.641656149633
evercall,96.7,-2.0,120.0,15.0,104.0,34.0,15.0,24.0,17.0,0.613646666667,0.703013333333,0.688446666667,0.639106666667,0.769689722053,0.781768399667,0.793249710127
Christine,128.98,-20.5,101.5,18.0,145.0,22.0,26.0,29.0,19.0,0.589894444444,0.625222222222,0.625405555556,0.604911111111,0.576902406267,0.658419115506,0.805421591711
MoRivr,1272.36,-1148.56,630.5,61.0,426.0,109.0,81.0,76.0,86.0,0.515001639344,0.586529508197,0.593201639344,0.586752459016,0.572771239646,0.694038207967,0.81038814013
Stu,147.9,192.92,398.5,32.0,323.0,53.0,43.0,80.0,43.0,0.608453125,0.68331875,0.698990625,0.68313125,0.745919305219,0.833728130675,0.867752966572
AcesUp,407.88,4.38,1225.52,155.0,1084.0,230.0,131.0,311.0,235.0,0.578946451613,0.653546451613,0.670809032258,0.66328516129,0.637395816888,0.751036863877,0.830966250023
mudbug,179.84,-85.1,289.74,34.0,252.0,48.0,30.0,76.0,51.0,0.5882,0.630120588235,0.678791176471,0.657961764706,0.623753822794,0.765518311394,0.826504742162
jmg,111.94,941.06,2347.32,315.0,2060.0,600.0,252.0,506.0,388.0,0.590378412698,0.650084761905,0.652760952381,0.669186349206,0.669092729888,0.754473848148,0.843137871754
KMLB,236.8,25.34,545.24,87.0,424.0,128.0,58.0,121.0,185.0,0.559675862069,0.608491954023,0.624748275862,0.623651724138,0.620497235147,0.759185654802,0.830940059485
OnTilt666,1566.58,285.72,125.26,14.0,71.0,15.0,11.0,20.0,28.0,0.555128571429,0.605264285714,0.5848,0.631678571429,0.664190181571,0.720100567693,0.858226724757
Indigo,408.16,7.0,15.0,2.0,15.0,2.0,0.0,8.0,3.0,0.5628,0.74165,0.76575,0.6803,0.8215516976,0.8215640102,0.8984963216
Canaduuh,1691.56,7.04,126.0,12.0,120.0,22.0,18.0,25.0,10.0,0.516833333333,0.629341666667,0.630158333333,0.73695,0.685107504542,0.766204173983,0.907178255925
eclipse,183.6,101.3,471.5,75.0,452.0,136.0,46.0,131.0,112.0,0.567213333333,0.635465333333,0.648442666667,0.675318666667,0.660232139012,0.767437528861,0.858380670219
mt,131.26,188.9,11660.76,1390.0,8874.0,2511.0,1304.0,1986.0,2142.0,0.57595705036,0.638694244604,0.65108,0.653298489209,0.637866703129,0.746985992793,0.835100986438
madussa,425.88,11.0,68.0,8.0,43.0,5.0,3.0,21.0,11.0,0.5721,0.5749875,0.6171,0.663375,0.513063494637,0.6854062779,0.774819062237
erb,698.2,18.6,1199.5,137.0,1113.0,331.0,171.0,169.0,100.0,0.573643065693,0.629018978102,0.641348175182,0.665856934307,0.636588936532,0.747284713995,0.849820029079
SiSi2,160.4,447.88,216.0,36.0,223.0,37.0,25.0,77.0,56.0,0.591391666667,0.651369444444,0.689033333333,0.725138888889,0.651094583133,0.791330388989,0.869952959811
QuadSixes,264.0,2.5,15.0,5.0,30.0,7.0,4.0,8.0,8.0,0.5126,0.5497,0.59908,0.54588,0.54439837472,0.6881552621,0.82887124082
Alcatraz,99.16,710.24,446.0,70.0,453.0,115.0,70.0,99.0,117.0,0.564458571429,0.613362857143,0.608531428571,0.593194285714,0.60836767674,0.697705609716,0.792077457359
longbow,136.1,-67.5,94.0,20.0,135.0,26.0,15.0,47.0,27.0,0.575355,0.633605,0.63877,0.645695,0.63137893619,0.73223258534,0.80238335719
ZMonster,155.4,36.16,120.5,18.0,108.0,32.0,11.0,31.0,28.0,0.581005555556,0.651955555556,0.640072222222,0.599405555556,0.6660009303,0.775890612656,0.795775233167
SteveLehr,102.4,-0.5,47.0,4.0,37.0,9.0,3.0,10.0,5.0,0.682875,0.87085,0.875825,0.8211,0.97370371225,0.973705251325,0.973551439825
hturner,300.64,1490.72,660.0,105.0,602.0,145.0,85.0,155.0,178.0,0.587552380952,0.644923809524,0.637983809524,0.64685047619,0.624314597632,0.70907575851,0.810419907888
BubbaZ,114.18,-63.0,490.5,72.0,497.0,117.0,74.0,122.0,100.0,0.592083333333,0.632881944444,0.624240277778,0.6064375,0.641499259962,0.727828684893,0.791139409826
Wizardv,1220.32,24.0,76.0,11.0,51.0,10.0,1.0,27.0,24.0,0.537881818182,0.591472727273,0.541781818182,0.565972727273,0.577103288864,0.670624053809,0.795894021945
looser,149.58,7.22,92.0,10.0,71.0,15.0,9.0,21.0,15.0,0.58728,0.73062,0.76517,0.76449,0.72347161942,0.84475551759,0.86393480469
Ichibon,545.56,23.0,207.5,20.0,121.0,39.0,4.0,44.0,27.0,0.594375,0.736315,0.746225,0.779065,0.75219295411,0.83057584572,0.910186151385
dr_poker,131.56,-73.08,74.5,8.0,62.0,8.0,7.0,18.0,8.0,0.580175,0.669825,0.6376625,0.681875,0.688610828938,0.73274809925,0.85812632745
Felicity,96.6,-0.26,416.52,79.0,455.0,134.0,36.0,140.0,142.0,0.555053164557,0.602484810127,0.593316455696,0.582783544304,0.606207663203,0.693108168296,0.803767120286
Kay,173.12,46.72,218.5,38.0,168.0,39.0,9.0,74.0,71.0,0.571152631579,0.612313157895,0.644636842105,0.658278947368,0.638504916137,0.7613800581,0.865749467808
III,137.6,103.26,168.5,34.0,272.0,49.0,38.0,77.0,47.0,0.546091176471,0.576926470588,0.592482352941,0.606008823529,0.631665381082,0.73573533485,0.812376500371
Darla,177.58,7.0,33.0,2.0,16.0,3.0,1.0,7.0,2.0,0.68315,0.67865,0.62135,0.78965,0.58830763075,0.63132406805,0.96365546215
Fox_UK,180.78,-2.58,26.24,5.0,29.0,6.0,3.0,10.0,8.0,0.55264,0.62862,0.64478,0.59868,0.70662572722,0.79462885156,0.8099228153
nipper,145.48,-80.76,176.0,30.0,216.0,56.0,27.0,42.0,33.0,0.57846,0.630143333333,0.635713333333,0.630266666667,0.57860648105,0.70157669478,0.803365294837
sippy,156.34,72.84,209.5,25.0,173.0,43.0,30.0,30.0,30.0,0.608428,0.677012,0.65726,0.659964,0.725227260136,0.805502554876,0.847358743496
Snaps,620.74,161.44,44.5,11.0,100.0,14.0,14.0,25.0,11.0,0.637854545455,0.667872727273,0.660854545455,0.591563636364,0.590485424918,0.719140943082,0.7870581799
MattD,347.78,538.6,1852.76,248.0,1624.0,408.0,222.0,370.0,366.0,0.602916935484,0.642113306452,0.647775,0.660399193548,0.654867514621,0.751641213246,0.835764223492
TiltNtuna,1056.58,-10.76,32.74,2.0,16.0,3.0,4.0,1.0,2.0,0.51915,0.50985,0.7403,0.65225,0.31887755105,0.68370790625,0.68390413855
Gunshot,200.94,1031.3,13711.06,1683.0,12840.0,3446.0,2140.0,2234.0,1971.0,0.559144682115,0.610721033868,0.62116114082,0.625391622103,0.614609581893,0.727139526911,0.823295200889
drroid,158.18,119.02,1302.5,189.0,1276.0,331.0,140.0,351.0,232.0,0.576003174603,0.600319047619,0.625822751323,0.625382539683,0.601717115417,0.718371227207,0.816091145451
pokerman1,108.26,2.3,490.0,63.0,375.0,107.0,38.0,111.0,104.0,0.551755555556,0.642241269841,0.634220634921,0.645534920635,0.649764307432,0.748940778997,0.833029084654
janie,108.92,8.46,635.0,105.0,749.0,110.0,29.0,331.0,137.0,0.576656190476,0.594638095238,0.609097142857,0.626080952381,0.583733823204,0.712694781215,0.813195501641
vfu,347.3,-150.56,1689.74,213.0,1496.0,350.0,256.0,304.0,363.0,0.573359624413,0.616339906103,0.633856807512,0.641954460094,0.59661521705,0.705284414233,0.806668555831
seamus,273.26,475.12,904.26,128.0,766.0,162.0,71.0,267.0,229.0,0.57869375,0.6480578125,0.6637359375,0.65580703125,0.652470011444,0.746195455346,0.834995181969
hedgehog,141.52,-132.72,310.0,56.0,314.0,56.0,22.0,131.0,91.0,0.573744642857,0.597721428571,0.640548214286,0.621032142857,0.570481674814,0.718492376348,0.815030744438
__,1274.84,1125.88,3556.0,385.0,3154.0,590.0,633.0,595.0,524.0,0.547644935065,0.604411948052,0.621008051948,0.642527012987,0.599614840944,0.72183775408,0.832832227794
Renowned,391.46,-19.5,5.26,2.0,6.0,2.0,0.0,3.0,7.0,0.46415,0.35875,0.3477,0.20805,0.43530027395,0.60735601935,0.6422792194
fiafd,98.44,81.96,167.0,29.0,139.0,27.0,7.0,65.0,56.0,0.546620689655,0.620075862069,0.654344827586,0.654827586207,0.654977826679,0.745001528466,0.831411596469
muffin,305.56,0.0,8.0,1.0,3.0,0.0,1.0,1.0,2.0,0.599,0.5098,0.4325,0.5869,0.7927155478,0.7927894235,0.9432326777
Rockhound,233.82,-48.4,235.42,26.0,152.0,45.0,12.0,46.0,40.0,0.6076,0.616457692308,0.647273076923,0.674357692308,0.569884285077,0.750725600896,0.851596067415
sludge,100.76,-12.4,309.5,39.0,271.0,59.0,40.0,72.0,60.0,0.566174358974,0.609374358974,0.591005128205,0.603112820513,0.614463714479,0.69288106761,0.799561925351
Meeee,760.16,70.64,103.16,18.0,108.0,31.0,12.0,33.0,30.0,0.547638888889,0.593772222222,0.6008,0.541394444444,0.560045385678,0.707842218078,0.759949898756
Sebastian,139.2,233.52,155.24,25.0,154.0,35.0,9.0,55.0,42.0,0.540456,0.643324,0.66624,0.630184,0.64845170376,0.737774140428,0.793041724384
gexin,102.72,34.16,18.0,5.0,39.0,7.0,6.0,9.0,4.0,0.54194,0.51686,0.59974,0.5385,0.34410010156,0.57529719582,0.63099839936
Ship_It,112.8,-95.0,111.0,24.0,173.0,31.0,29.0,43.0,37.0,0.523566666667,0.580379166667,0.586675,0.5825625,0.586203327492,0.73629094265,0.826915317408
coffee,523.42,-18.0,137.0,41.0,145.0,60.0,7.0,55.0,106.0,0.499841463415,0.490482926829,0.49152195122,0.500109756098,0.459978287754,0.59354756912,0.754483716566
prock,253.96,-240.34,3285.96,404.0,3040.0,810.0,456.0,553.0,453.0,0.570332425743,0.610719306931,0.622422524752,0.639226485149,0.617364977215,0.737392354122,0.822630723077
SSSnake,170.82,-11.26,70.74,9.0,68.0,8.0,6.0,25.0,10.0,0.578766666667,0.6623,0.696611111111,0.7169,0.655126324044,0.774692654844,0.8799976401
KaPloink,248.8,-115.3,705.74,85.0,575.0,132.0,61.0,173.0,135.0,0.560829411765,0.625710588235,0.62334,0.645657647059,0.606050868316,0.682337102261,0.811768761804
Iceman,140.5,1538.66,2229.76,283.0,2128.0,522.0,347.0,469.0,371.0,0.598549116608,0.63001590106,0.62800459364,0.637597526502,0.636202151427,0.726515880885,0.822547518598
Cannoneer,110.64,-35.5,130.0,22.0,142.0,27.0,11.0,55.0,39.0,0.567004545455,0.649868181818,0.679440909091,0.672236363636,0.655245804623,0.772460260327,0.84563550945
lucy,313.68,19.26,157.26,13.0,113.0,18.0,18.0,26.0,13.0,0.579469230769,0.733823076923,0.711423076923,0.751284615385,0.744347472708,0.751466651738,0.8478260239
_-,100.16,-43.2,392.24,61.0,430.0,100.0,79.0,76.0,83.0,0.561093442623,0.589283606557,0.608514754098,0.574373770492,0.582504445666,0.708841298177,0.764793092525
DRSivU,136.18,485.32,1489.5,194.0,1189.0,311.0,175.0,275.0,317.0,0.567031443299,0.607218041237,0.618234020619,0.640120103093,0.606373419709,0.726204593653,0.829494289784
jvegas2,288.78,1096.86,24806.48,3395.0,23495.0,6274.0,2865.0,5966.0,4358.0,0.560871958763,0.60998718704,0.624258703976,0.637019381443,0.607210089428,0.721830451111,0.821310712344
addicted,136.62,59.24,219.74,23.0,198.0,27.0,37.0,35.0,23.0,0.562326086957,0.637713043478,0.654473913043,0.627495652174,0.694644998474,0.805687709865,0.844083837548
Burn2,120.46,96.74,1168.34,164.0,1037.0,258.0,116.0,299.0,244.0,0.593568902439,0.637533536585,0.64042195122,0.646485365854,0.651184383229,0.740715958054,0.838637014377
Tatonka,270.6,-196.6,708.26,108.0,808.0,193.0,150.0,130.0,122.0,0.576773148148,0.583602777778,0.58274537037,0.589482407407,0.600978660697,0.695966149993,0.806492440282
Citan,151.6,-44.04,157.0,26.0,180.0,38.0,12.0,58.0,30.0,0.569796153846,0.627484615385,0.674557692308,0.705892307692,0.591816489915,0.738747111265,0.877802141565
slej,117.4,194.24,672.5,123.0,664.0,151.0,62.0,252.0,204.0,0.550736585366,0.596186178862,0.614883739837,0.626670731707,0.584000116621,0.697605439925,0.80577095754
ontiltoo,235.54,61.12,500.0,66.0,407.0,89.0,36.0,150.0,95.0,0.56298030303,0.659581818182,0.678184848485,0.666825757576,0.645241768035,0.764627383586,0.863216178079
Sludge,195.34,0.0,16.5,1.0,7.0,3.0,1.0,0.0,0.0,0.6258,0.5884,0.6724,0.8884,0.307299843,0.8245806015,0.9959460707
aida,440.2,1044.2,5573.0,777.0,4835.0,1037.0,531.0,1571.0,1186.0,0.568690990991,0.626051351351,0.643982625483,0.653317374517,0.609365004292,0.734220794049,0.832143462769
logy,1935.76,538.52,503.74,57.0,388.0,74.0,46.0,112.0,80.0,0.561438596491,0.622361403509,0.660305263158,0.686189473684,0.601033902091,0.751061720235,0.841321312602
KingTrev,204.2,-183.4,381.76,59.0,477.0,113.0,61.0,122.0,68.0,0.553823728814,0.61643220339,0.608727118644,0.588772881356,0.612996176312,0.721273842005,0.792288506015
DanSal,112.92,83.5,256.5,20.0,189.0,46.0,21.0,39.0,13.0,0.606205,0.617215,0.62742,0.62446,0.55209982071,0.686821613275,0.773718256535
CrAzY,115.6,-14.04,20.0,5.0,38.0,10.0,6.0,7.0,6.0,0.54654,0.66646,0.61216,0.6599,0.77039246468,0.9211909379,0.94031828116
DirkDiglr,181.92,-48.34,94.66,21.0,134.0,31.0,13.0,42.0,40.0,0.572828571429,0.616585714286,0.604933333333,0.5886,0.600770088252,0.682717189433,0.7902668027
Wart,790.62,-230.26,201.76,42.0,191.0,50.0,10.0,79.0,96.0,0.561423809524,0.590780952381,0.653504761905,0.644216666667,0.582918579514,0.767834258243,0.846645278988
batfish,108.14,-3.0,38.0,5.0,31.0,6.0,4.0,8.0,6.0,0.61518,0.624,0.59282,0.59314,0.57160802782,0.75734139806,0.8539532736
Hayabusa,209.42,16.1,298.24,37.0,194.0,26.0,6.0,98.0,68.0,0.577762162162,0.6522,0.651727027027,0.665218918919,0.674508556019,0.708428007373,0.806649447722
Crenzer,527.9,-113.3,791.76,107.0,793.0,174.0,101.0,210.0,135.0,0.573075700935,0.618975700935,0.622427102804,0.633091588785,0.61570233414,0.728551870066,0.84280101688
smf,788.9,-13.5,115.5,22.0,138.0,25.0,20.0,34.0,33.0,0.548313636364,0.569404545455,0.547827272727,0.536013636364,0.540422322768,0.632255944336,0.801421180373
ajc,442.22,3.5,60.0,20.0,156.0,33.0,24.0,36.0,24.0,0.600245,0.62636,0.64661,0.581325,0.54593431604,0.798073825675,0.829494894115
darsex,385.92,887.4,8053.32,1106.0,8072.0,2022.0,1106.0,1992.0,1162.0,0.554271518987,0.611082007233,0.622580108499,0.625659312839,0.614151412061,0.725628736332,0.819515331171
Skamse,111.2,-64.0,18.5,10.0,73.0,11.0,10.0,19.0,16.0,0.62226,0.55267,0.5399,0.58297,0.49275941144,0.53805183612,0.72511643119
Mathguy2,415.82,-51.0,109.0,18.0,96.0,23.0,4.0,42.0,33.0,0.593788888889,0.613788888889,0.602705555556,0.622594444444,0.600095957178,0.714351830478,0.852708861311
skitch,1753.66,11.94,194.0,20.0,123.0,19.0,10.0,49.0,39.0,0.599015,0.70149,0.698575,0.720985,0.69545381614,0.803422599805,0.88907439899
