Player,BankIni,BankInc,BankIncBet,TotalGames,TotalBet,TotalB,TotalR,TotalC,TotalK,PreflopVCom,FlopVCom,TurnVCom,RiverVCom,FlopVSim,TurnVSim,RiverVSim
woodstock,304.4,124.42,618.76,76.0,464.0,104.0,44.0,154.0,131.0,0.588061842105,0.678218421053,0.671319736842,0.680771052632,0.667259155684,0.762105105192,0.845230789682
Yolanda,144.94,-100.14,0.0,8.0,140.0,17.0,35.0,12.0,0.0,0.48495,0.4443125,0.4116625,0.347875,0.400248945725,0.468577911937,0.5575581194
TFugitive,164.66,-34.2,35.5,5.0,44.0,8.0,10.0,6.0,2.0,0.66908,0.76562,0.7763,0.77162,0.8300375535,0.87261950934,0.88638870934
G-Money,252.92,539.66,1738.0,226.0,1523.0,452.0,260.0,306.0,293.0,0.58977699115,0.666454867257,0.681117256637,0.696248672566,0.671698236816,0.768398295327,0.855413218726
Hide2,119.0,46.0,133.5,11.0,81.0,13.0,5.0,32.0,10.0,0.553727272727,0.665372727273,0.738390909091,0.753945454545,0.728325351127,0.895291578182,0.924155991073
viking,157.28,75.88,1524.32,224.0,1484.0,334.0,220.0,352.0,370.0,0.5969625,0.666189285714,0.657523660714,0.659912053571,0.682090911576,0.757486476734,0.844361714464
rabkati,242.5,157.34,97.5,11.0,61.0,23.0,4.0,15.0,14.0,0.551581818182,0.606163636364,0.751309090909,0.671527272727,0.622808843809,0.894439594018,0.921693852364
gustav,133.92,1310.18,11733.0,1592.0,9591.0,2414.0,1125.0,2854.0,2564.0,0.583853894472,0.640510175879,0.653083165829,0.655175062814,0.643646192291,0.752387444154,0.83617481371
Jaster,123.76,1771.36,394.74,54.0,368.0,62.0,42.0,123.0,85.0,0.562912962963,0.574114814815,0.573612962963,0.5836,0.559535865622,0.682282357383,0.795210014207
RivermaN6,322.48,194.92,985.48,128.0,952.0,217.0,194.0,161.0,158.0,0.52768515625,0.54780234375,0.5647953125,0.5732421875,0.52941832983,0.644246135952,0.770775079861
jeppe,1092.2,-871.7,545.5,64.0,490.0,113.0,88.0,97.0,89.0,0.539090625,0.587240625,0.57614375,0.6307828125,0.565490907902,0.679272382027,0.818119832067
Missoura,474.98,11.0,16.0,4.0,28.0,9.0,3.0,9.0,7.0,0.601725,0.672725,0.633125,0.73725,0.777329778075,0.778831917375,0.91437498075
hawaiiboy,119.3,630.6,297.74,31.0,211.0,39.0,33.0,50.0,44.0,0.592348387097,0.658835483871,0.69155483871,0.734119354839,0.674186361887,0.791479097839,0.871724595548
redelf,128.6,85.8,6302.22,832.0,6135.0,1573.0,955.0,1349.0,1024.0,0.552139903846,0.589769350962,0.603464903846,0.610636658654,0.589763379465,0.712831298848,0.810423218382
Bootjack,249.42,180.7,404.0,54.0,296.0,72.0,45.0,71.0,87.0,0.592761111111,0.65245,0.635583333333,0.614983333333,0.629312280472,0.702845632557,0.774435329689
Prince,483.5,-399.56,421.5,86.0,384.0,124.0,48.0,108.0,180.0,0.534447674419,0.523805813953,0.50928372093,0.50568255814,0.487239972022,0.589319927436,0.727226069326
Jake5,535.38,-65.5,33.5,13.0,77.0,15.0,9.0,30.0,25.0,0.586292307692,0.617669230769,0.617976923077,0.572415384615,0.578951965408,0.638905917408,0.697309012362
Idiot,1295.86,21.5,58.0,4.0,25.0,5.0,2.0,10.0,4.0,0.6944,0.829,0.80965,0.743925,0.85189373825,0.8526826115,0.85278092005
TripUp,188.56,-127.26,1077.74,181.0,983.0,225.0,71.0,376.0,322.0,0.533262983425,0.602556906077,0.616650276243,0.622187845304,0.611662346621,0.735265948706,0.82671162175
Muck,390.78,-266.36,56.24,19.0,79.0,18.0,6.0,33.0,44.0,0.561036842105,0.6224,0.637542105263,0.595163157895,0.605925447089,0.760011231226,0.826173384332
Champagne,205.1,60.14,231.0,18.0,127.0,22.0,10.0,46.0,25.0,0.60415,0.7481,0.764277777778,0.819005555556,0.734937693033,0.850339409272,0.923660831856
woodcock,898.12,-26.16,96.5,15.0,78.0,25.0,15.0,7.0,26.0,0.497293333333,0.632473333333,0.615446666667,0.65158,0.60355126666,0.685986394553,0.819253804073
Abbe,222.92,-18.24,116.26,19.0,136.0,46.0,21.0,17.0,23.0,0.582973684211,0.639215789474,0.661284210526,0.674915789474,0.625117071121,0.707049074684,0.794968209963
JP789,117.82,54.48,93.74,25.0,120.0,46.0,11.0,26.0,44.0,0.53016,0.641772,0.62056,0.590056,0.654800843412,0.7370882199,0.791341798264
Winner777,119.6,-53.5,126.74,27.0,157.0,43.0,24.0,41.0,48.0,0.593148148148,0.601848148148,0.60702962963,0.548407407407,0.638466283952,0.701776907344,0.732121466819
Squidy,926.3,-757.0,3904.26,512.0,3390.0,833.0,535.0,705.0,827.0,0.60544375,0.625130273438,0.631528125,0.63660625,0.627964290435,0.734748776313,0.826367549723
Lev,145.32,7.0,48.5,8.0,47.0,10.0,7.0,12.0,15.0,0.5923125,0.7224375,0.6750875,0.64425,0.714920487425,0.741637039425,0.747452827288
supabeesh,871.66,59.94,222.26,32.0,178.0,50.0,24.0,46.0,57.0,0.537765625,0.59513125,0.6373,0.648621875,0.559000415066,0.722815772941,0.838096139891
JMA,229.14,223.04,565.0,77.0,427.0,108.0,39.0,146.0,111.0,0.608261038961,0.654375324675,0.668445454545,0.678181818182,0.638781126832,0.75098221606,0.841310085478
sadie,100.34,16.0,33.0,2.0,20.0,1.0,1.0,9.0,3.0,0.59795,0.73015,0.61205,0.79825,0.5629313264,0.58490934835,0.96941314985
ahriman,313.62,922.56,1307.5,198.0,1142.0,304.0,131.0,359.0,332.0,0.567002525253,0.609826767677,0.613693939394,0.613385858586,0.618611793982,0.714271508916,0.804244576619
lefty,620.62,-368.02,756.26,76.0,500.0,101.0,45.0,166.0,106.0,0.619281578947,0.707494736842,0.727725,0.742723684211,0.715693144668,0.789979154622,0.873637567376
MacBeth,473.7,-8.74,90.0,11.0,67.0,15.0,6.0,26.0,15.0,0.609627272727,0.742636363636,0.754563636364,0.701054545455,0.763879817664,0.8636342649,0.930171054436
Alix,333.44,1204.74,186.66,29.0,205.0,56.0,29.0,49.0,40.0,0.572389655172,0.597686206897,0.609810344828,0.667,0.572825894279,0.701877514934,0.876872672152
burt,138.36,-99.96,4059.26,499.0,3936.0,1014.0,586.0,854.0,531.0,0.541405410822,0.589971543086,0.617925851703,0.635664128257,0.563032017184,0.704801191325,0.814189792611
Killjoy2,99.22,-25.24,201.76,26.0,198.0,42.0,19.0,63.0,27.0,0.588238461538,0.6179,0.573807692308,0.617634615385,0.627564117377,0.677618251446,0.828661405392
ScutBoy,131.98,63.62,417.76,49.0,389.0,88.0,53.0,85.0,46.0,0.570293877551,0.62652244898,0.6516,0.653589795918,0.631465262708,0.760882359222,0.857872183406
Allyssa,157.74,-6.0,3.0,2.0,7.0,0.0,1.0,3.0,4.0,0.5938,0.69,0.69965,0.624,0.8809200603,0.9639548127,0.96395789085
prufrock,311.0,-97.1,2826.42,367.0,2474.0,574.0,345.0,630.0,545.0,0.600863760218,0.650273297003,0.664471117166,0.667578201635,0.645647596702,0.75013995118,0.835929912731
zub,336.82,1.0,41.0,4.0,19.0,4.0,2.0,8.0,7.0,0.589625,0.701175,0.6885,0.819425,0.71989103335,0.720805245175,0.942650906525
potlmtnip,165.96,106.76,261.76,25.0,204.0,60.0,23.0,41.0,15.0,0.583248,0.707776,0.733592,0.718884,0.701992951016,0.839360928976,0.894120832936
h00p,143.54,-5.0,49.0,13.0,80.0,17.0,8.0,22.0,19.0,0.656884615385,0.6539,0.672192307692,0.624553846154,0.613218837831,0.730871461,0.800462374292
PKRGOD,113.16,56.5,111.5,8.0,64.0,11.0,8.0,17.0,5.0,0.5698875,0.712375,0.713,0.691275,0.711764128738,0.815340174525,0.841900606387
Coupe,1337.36,907.82,90.0,16.0,74.0,11.0,8.0,28.0,29.0,0.5891875,0.6281125,0.59601875,0.55046875,0.625558300256,0.705191090856,0.798303047169
ghaz,397.5,-382.88,2973.06,317.0,2917.0,570.0,600.0,505.0,335.0,0.525919242902,0.57796340694,0.596423974763,0.601692744479,0.573214368254,0.69642356093,0.807289916694
cueball,188.8,-65.22,37.0,14.0,52.0,12.0,6.0,21.0,33.0,0.578192857143,0.577307142857,0.604121428571,0.564171428571,0.509157619093,0.667551965821,0.783930385329
Koopas,991.2,-866.3,515.48,38.0,308.0,70.0,47.0,62.0,42.0,0.543826315789,0.614371052632,0.643978947368,0.66325,0.598594802295,0.717570094837,0.848364527992
Moshe1,3424.28,-3105.58,2578.5,273.0,2157.0,488.0,322.0,507.0,314.0,0.538690842491,0.590452014652,0.608639194139,0.642266666667,0.576956090977,0.707650873819,0.833795717494
thenutz,852.38,-835.96,378.02,73.0,504.0,94.0,47.0,184.0,110.0,0.573217808219,0.632557534247,0.645052054795,0.636901369863,0.659169658384,0.749696111327,0.849575747053
Q__BEE,668.86,715.98,1348.76,203.0,1224.0,287.0,59.0,482.0,340.0,0.558320689655,0.6179,0.638041871921,0.619219704433,0.619414283333,0.737199089563,0.820559136877
Thumpin,122.94,-36.0,50.5,9.0,60.0,11.0,8.0,19.0,10.0,0.592811111111,0.725655555556,0.7267,0.674744444444,0.752373599011,0.870239206789,0.899340419933
Mr_More,295.2,-162.3,98.0,19.0,82.0,27.0,5.0,31.0,35.0,0.509052631579,0.579968421053,0.560421052632,0.525752631579,0.606209973868,0.663918867147,0.744854520753
wap,122.84,-6.9,59.0,6.0,48.0,6.0,6.0,15.0,7.0,0.592333333333,0.807633333333,0.81125,0.764916666667,0.864338299433,0.872187336467,0.9699941515
FatBroke,146.84,293.08,573.24,79.0,479.0,109.0,35.0,166.0,121.0,0.583469620253,0.632653164557,0.650835443038,0.653407594937,0.626446839696,0.726149641941,0.822577205172
Rocky,173.48,-14.5,19.5,6.0,45.0,12.0,4.0,16.0,8.0,0.577616666667,0.560333333333,0.523283333333,0.58755,0.601211253733,0.607008957433,0.863855349833
verde,313.9,-224.7,1071.76,186.0,961.0,239.0,76.0,370.0,357.0,0.561959139785,0.590150537634,0.596790322581,0.600048924731,0.58861193361,0.716902466113,0.824260324477
hoosier,92.76,13.5,88.5,14.0,92.0,26.0,6.0,30.0,15.0,0.577042857143,0.651121428571,0.668564285714,0.690942857143,0.651997832107,0.821234455321,0.882499153514
str8draw,107.7,-21.0,0.0,3.0,23.0,2.0,4.0,8.0,4.0,0.5829,0.598766666667,0.601566666667,0.4643,0.4002672864,0.705706385133,0.705780260833
emil,144.52,-16.0,33.0,7.0,44.0,6.0,5.0,17.0,12.0,0.5901,0.696114285714,0.672757142857,0.698128571429,0.704955168871,0.798560742971,0.851835514429
azg,174.58,-95.78,626.0,152.0,804.0,254.0,106.0,229.0,302.0,0.524689473684,0.552978947368,0.550551973684,0.546388157895,0.555843420363,0.661595422581,0.759072502991
JVEGAS2,1580.88,-1004.9,790.24,86.0,715.0,177.0,109.0,156.0,92.0,0.566754651163,0.617530232558,0.629668604651,0.626581395349,0.616218848895,0.725166444038,0.798991407834
Kallisti,134.9,-16.0,14.0,6.0,24.0,5.0,4.0,4.0,13.0,0.594416666667,0.596833333333,0.519633333333,0.489983333333,0.610881019067,0.73431116035,0.7349562902
AArock,755.7,13.5,28.0,6.0,24.0,6.0,5.0,7.0,12.0,0.43455,0.343383333333,0.428616666667,0.43685,0.345920162933,0.626155846967,0.734021813867
PikaChu,86.32,-16.5,23.5,3.0,25.0,2.0,2.0,9.0,5.0,0.611866666667,0.5872,0.539,0.514333333333,0.474923302667,0.479763700367,0.710625788767
DaggaZol,281.42,10.5,14.0,2.0,16.0,5.0,3.0,0.0,3.0,0.53995,0.4303,0.34055,0.65555,0.2741365777,0.2741365777,0.73698402435
Massa,144.56,632.26,6575.26,974.0,5771.0,1473.0,639.0,1746.0,1738.0,0.54417412731,0.5941637577,0.606510472279,0.614505544148,0.593329763197,0.714788492794,0.819339056898
MetroPam,164.12,-69.58,96.42,28.0,148.0,27.0,5.0,65.0,43.0,0.567203571429,0.646560714286,0.668521428571,0.672792857143,0.644249114479,0.757967252825,0.853941645336
dealer,111.3,-56.5,24.0,7.0,81.0,12.0,10.0,21.0,5.0,0.542371428571,0.561342857143,0.558242857143,0.613485714286,0.642662999286,0.695254365486,0.845847349914
nver,232.8,277.04,2503.0,290.0,2245.0,550.0,399.0,438.0,319.0,0.540401724138,0.575554137931,0.579754482759,0.60231862069,0.579266332531,0.687227738577,0.809233661632
eweevil,95.84,8.1,656.5,75.0,531.0,114.0,80.0,133.0,91.0,0.550433333333,0.612448,0.634788,0.658472,0.606556304568,0.722605847471,0.840164717163
SmoothB,382.4,268.84,2255.74,289.0,2253.0,714.0,358.0,336.0,294.0,0.558253287197,0.607591349481,0.62375432526,0.637667474048,0.615293627434,0.728394975236,0.819683842396
Not66,130.54,-40.74,106.0,17.0,106.0,27.0,13.0,32.0,31.0,0.532705882353,0.569282352941,0.565494117647,0.523076470588,0.543324298035,0.696683288688,0.800394637482
dawgfaceG,99.0,5.0,33.0,6.0,30.0,7.0,1.0,13.0,10.0,0.53385,0.495516666667,0.540166666667,0.511966666667,0.3791937288,0.527214219017,0.7382889053
robw2,121.28,66.44,871.72,167.0,1202.0,348.0,141.0,263.0,206.0,0.535850898204,0.592189221557,0.587799401198,0.575571856287,0.585120231878,0.686009007471,0.78191308306
RKC,164.1,78.34,70.0,21.0,126.0,27.0,12.0,44.0,36.0,0.626195238095,0.730233333333,0.707014285714,0.686957142857,0.783068099029,0.787355161838,0.839254511324
Tracy,124.44,30.5,197.5,23.0,180.0,44.0,17.0,53.0,15.0,0.58412173913,0.64082173913,0.660217391304,0.65332173913,0.644123970657,0.776005954226,0.857069901539
Paranoid2,231.72,82.12,219.0,26.0,191.0,64.0,20.0,45.0,28.0,0.557157692308,0.664638461538,0.725419230769,0.742680769231,0.684179559396,0.817928310377,0.898872034023
Henke,115.48,-1.36,97.26,24.0,119.0,30.0,17.0,32.0,47.0,0.570625,0.540045833333,0.537775,0.545841666667,0.536629427404,0.623465427838,0.792391780433
K_Arthur,161.4,923.78,848.26,124.0,692.0,158.0,59.0,256.0,223.0,0.526374193548,0.59799516129,0.604756451613,0.612122580645,0.616931707544,0.73971369255,0.81913986128
phoenix,119.72,1360.28,1778.26,265.0,1850.0,430.0,166.0,600.0,374.0,0.568487169811,0.605686792453,0.623438113208,0.63090490566,0.595755525722,0.712636829769,0.824452556059
slimjan,211.26,-24.5,11.5,4.0,18.0,7.0,1.0,6.0,7.0,0.4894,0.572775,0.52125,0.551025,0.622127312475,0.62217656295,0.70386770095
TB-LO,106.18,131.76,4236.14,568.0,3560.0,860.0,453.0,1036.0,868.0,0.575341021127,0.624983274648,0.624629577465,0.635569366197,0.627843219497,0.721345005363,0.822975728074
mophit,108.22,5.26,116.76,17.0,90.0,21.0,4.0,38.0,25.0,0.560905882353,0.638470588235,0.661152941176,0.667558823529,0.676645137706,0.763038450676,0.855297594153
Shrike,199.54,-41.14,522.0,69.0,547.0,166.0,93.0,98.0,61.0,0.542734782609,0.54902173913,0.560860869565,0.564043478261,0.540804259268,0.651521606407,0.756247471112
Ajoe,180.68,25.96,3533.0,551.0,3534.0,1024.0,449.0,908.0,833.0,0.541233212341,0.587039201452,0.605290381125,0.609097277677,0.590523244758,0.713693580183,0.810582526324
Gabacu,1828.38,-11.0,76.0,11.0,70.0,17.0,8.0,19.0,16.0,0.471536363636,0.523709090909,0.492118181818,0.444390909091,0.5487593639,0.674282720091,0.722689635309
larryb,130.58,2059.7,680.5,175.0,865.0,259.0,101.0,247.0,358.0,0.540328571429,0.538473714286,0.531653714286,0.527430857143,0.537782664715,0.676606996646,0.781255143814
Product19,117.6,-38.26,592.5,85.0,674.0,144.0,47.0,247.0,97.0,0.551929411765,0.602549411765,0.594410588235,0.57614,0.599086879095,0.696544500154,0.770449080088
Charles,436.48,-431.88,223.5,67.0,412.0,105.0,55.0,103.0,117.0,0.544941791045,0.553317910448,0.55157761194,0.552010447761,0.579367366928,0.675539360406,0.771709051009
andyl,1584.22,-427.8,652.98,93.0,583.0,168.0,84.0,132.0,129.0,0.566778494624,0.641298924731,0.6554,0.653733333333,0.672052323825,0.773454232805,0.836530269667
Starman,165.48,-28.0,119.0,22.0,135.0,27.0,9.0,49.0,40.0,0.544513636364,0.532672727273,0.5811,0.564445454545,0.473043693005,0.69779378535,0.774867709327
slimPiet,361.7,21.5,68.5,9.0,51.0,12.0,7.0,14.0,20.0,0.581711111111,0.640744444444,0.644055555556,0.6487,0.705702238167,0.762731973144,0.8461696217
SuckMeDry,110.28,30.5,155.5,17.0,112.0,34.0,20.0,19.0,23.0,0.518705882353,0.521558823529,0.562870588235,0.581582352941,0.4807885145,0.6340561564,0.823811425024
joe1061,176.26,10.5,129.0,18.0,132.0,33.0,13.0,37.0,17.0,0.555472222222,0.666233333333,0.7323,0.741038888889,0.714375942683,0.826073313928,0.909072517894
numbell,1529.92,10.0,14.0,3.0,8.0,3.0,2.0,2.0,10.0,0.5226,0.3748,0.425433333333,0.3409,0.335818942967,0.770011081367,0.7701095823
oldbear,145.6,-43.0,43.5,7.0,37.0,5.0,7.0,13.0,14.0,0.580271428571,0.547642857143,0.571342857143,0.506,0.519413699543,0.668658727243,0.708522364986
Charlie,862.72,271.78,291.0,43.0,216.0,71.0,25.0,54.0,77.0,0.536725581395,0.566051162791,0.560453488372,0.569155813953,0.497172661556,0.634016504628,0.7576794045
Chinook,355.3,-10.0,53.5,13.0,97.0,28.0,19.0,9.0,14.0,0.554838461538,0.587746153846,0.620238461538,0.575769230769,0.492625807708,0.792813604723,0.836834201146
AAvenom,166.6,-48.04,27.5,7.0,42.0,12.0,7.0,6.0,8.0,0.566557142857,0.695771428571,0.658785714286,0.576771428571,0.636051783357,0.734800293743,0.772089055414
NoClue,272.74,307.4,312.48,51.0,274.0,54.0,13.0,135.0,105.0,0.518511764706,0.582584313725,0.628362745098,0.610464705882,0.6220921702,0.731071583984,0.836484397671
markh,105.32,354.34,689.24,94.0,686.0,156.0,69.0,211.0,101.0,0.630173404255,0.68865212766,0.68585106383,0.695885106383,0.745010467367,0.812214628076,0.869090340715
afish,256.98,-125.22,2065.76,325.0,2194.0,495.0,221.0,721.0,447.0,0.551672307692,0.588066153846,0.594520615385,0.599761230769,0.568961686448,0.685867256962,0.789917620301
Iago,131.5,-123.3,424.26,99.0,515.0,152.0,45.0,163.0,172.0,0.561623232323,0.575218181818,0.579550505051,0.555635353535,0.581211513358,0.703464400524,0.780857552809
F_U,331.0,-13.26,134.24,18.0,117.0,22.0,11.0,37.0,23.0,0.503594444444,0.646577777778,0.716877777778,0.68435,0.629816178611,0.796978107478,0.875286439361
gumball,167.3,0.0,24.0,1.0,8.0,1.0,2.0,0.0,1.0,0.4912,0.8886,0.8995,0.9404,0.940186844,0.9401914612,0.9401914612
OlHickory,216.78,-89.06,60.5,13.0,87.0,14.0,11.0,25.0,20.0,0.574446153846,0.631023076923,0.681407692308,0.695061538462,0.655258908292,0.793929376492,0.873283662592
Porn_Star,529.54,-420.36,526.5,75.0,467.0,124.0,75.0,97.0,131.0,0.587001333333,0.622049333333,0.622178666667,0.641128,0.619462241309,0.747482859813,0.826716994489
burrito1,277.3,16.5,34.0,2.0,16.0,4.0,1.0,4.0,2.0,0.6594,0.5972,0.54055,0.4788,0.53681164775,0.53879859635,0.64404761905
SubEthan,121.76,-30.0,33.0,7.0,61.0,12.0,7.0,17.0,6.0,0.561485714286,0.483014285714,0.523714285714,0.604042857143,0.348213791,0.597613770771,0.73575716
jldude,146.98,-70.24,332.26,58.0,390.0,118.0,39.0,101.0,62.0,0.548151724138,0.562787931034,0.576636206897,0.597687931034,0.561075093169,0.714135840007,0.812362192884
CrackBaby,164.16,39.58,636.18,86.0,546.0,126.0,72.0,147.0,140.0,0.566451162791,0.6252,0.618920930233,0.629456976744,0.625698808147,0.711708126895,0.833102413592
Romper,92.98,252.5,67.74,16.0,91.0,21.0,3.0,37.0,23.0,0.5565375,0.5847375,0.60380625,0.67326875,0.534375000006,0.761606373319,0.910899912838
Kaio-ken,130.68,-26.44,206.0,26.0,186.0,45.0,28.0,43.0,35.0,0.577046153846,0.694096153846,0.718684615385,0.732130769231,0.711985326669,0.784885019104,0.883935438081
hardkore,156.82,1.0,152.0,29.0,152.0,58.0,4.0,65.0,39.0,0.545896551724,0.569396551724,0.564696551724,0.559210344828,0.530876355838,0.651656763497,0.75754827129
asdfjk1,98.82,-79.3,125.5,24.0,202.0,38.0,12.0,69.0,22.0,0.548833333333,0.612033333333,0.633695833333,0.6653125,0.614375830467,0.770973806187,0.859946190012
cardly,146.74,4.24,104.74,11.0,71.0,13.0,8.0,23.0,21.0,0.608090909091,0.654790909091,0.679445454545,0.593427272727,0.6433849064,0.756697923918,0.799306295936
Kevin,101.82,54.16,106.0,12.0,91.0,23.0,8.0,25.0,15.0,0.578066666667,0.685841666667,0.720258333333,0.683758333333,0.701559085167,0.801723509925,0.805089471683
Tominator,255.42,2193.3,6565.48,771.0,5831.0,1508.0,730.0,1334.0,719.0,0.587470946822,0.64756848249,0.657972503243,0.678452399481,0.648227264568,0.748794035221,0.845772217397
Jime1,122.32,-41.0,130.0,24.0,182.0,59.0,15.0,53.0,16.0,0.609541666667,0.686933333333,0.669258333333,0.6811875,0.711120121129,0.785085396333,0.830085062862
HighWater,114.24,-44.06,163.98,21.0,136.0,25.0,12.0,47.0,34.0,0.536585714286,0.564066666667,0.590514285714,0.573338095238,0.564168231414,0.750608668386,0.805524114419
Rich,132.26,452.62,1070.0,109.0,821.0,227.0,134.0,144.0,134.0,0.53511559633,0.57066146789,0.579568807339,0.60626146789,0.552158845191,0.682939153074,0.813148000909
wc__bot,102.46,86.28,409.74,63.0,382.0,95.0,55.0,105.0,101.0,0.542463492063,0.591163492063,0.572076190476,0.59743015873,0.575718400917,0.66868636344,0.803294535154
mels,284.2,166.62,370.76,42.0,256.0,81.0,26.0,58.0,65.0,0.575835714286,0.646728571429,0.67879047619,0.693421428571,0.59941493081,0.734035912902,0.845920694286
Seve,107.88,0.92,107.0,18.0,119.0,26.0,10.0,39.0,28.0,0.542105555556,0.658377777778,0.660305555556,0.699327777778,0.649441806633,0.709934785878,0.819726587222
PEPE,318.1,692.68,411.0,44.0,278.0,54.0,23.0,100.0,66.0,0.569993181818,0.653545454545,0.672772727273,0.706236363636,0.651741378361,0.764735186036,0.843112900764
Timmy,183.16,18.4,84.0,7.0,53.0,14.0,4.0,17.0,9.0,0.499714285714,0.633342857143,0.715814285714,0.840428571429,0.675214261514,0.796799489029,0.927845313929
acey77,314.9,-58.6,301.5,40.0,224.0,52.0,16.0,79.0,76.0,0.517075,0.637725,0.654505,0.666765,0.63962606197,0.706454062397,0.812311001323
M_D,477.24,-119.5,328.5,50.0,408.0,74.0,69.0,105.0,64.0,0.559554,0.583346,0.583188,0.579638,0.587144750206,0.670683458,0.796674038844
[oej],549.76,79.82,1046.16,134.0,863.0,193.0,94.0,260.0,196.0,0.609082089552,0.670810447761,0.684047761194,0.68297761194,0.663875599036,0.771382901612,0.851146101378
Frosty,115.26,23.14,1853.74,199.0,1696.0,417.0,226.0,391.0,197.0,0.571815075377,0.631501005025,0.658746231156,0.671930150754,0.616479417435,0.743637360243,0.830966961586
Barrister,214.24,1158.76,1935.64,243.0,1338.0,242.0,61.0,594.0,469.0,0.591420164609,0.666499588477,0.679658024691,0.708024691358,0.679518785987,0.777754010752,0.870307614973
Apropos,102.66,-63.76,45.24,21.0,92.0,27.0,8.0,36.0,43.0,0.541657142857,0.522257142857,0.521052380952,0.492133333333,0.56075697679,0.671133673257,0.86190468861
wolfdog,113.82,1085.36,611.0,89.0,534.0,169.0,56.0,140.0,131.0,0.588164044944,0.639148314607,0.648465168539,0.639621348315,0.662809306958,0.774988642819,0.858665527579
bk,108.4,50.4,105.74,21.0,156.0,26.0,23.0,49.0,33.0,0.60070952381,0.683357142857,0.659457142857,0.619376190476,0.696982199476,0.722234040133,0.783377306967
sager[7],556.34,826.62,11571.54,1451.0,9571.0,2283.0,1430.0,2273.0,2149.0,0.554251206065,0.619600895934,0.631207029635,0.637278911096,0.622187899176,0.73321150201,0.831220886806
aigsi,409.28,-301.56,409.76,52.0,379.0,124.0,54.0,58.0,54.0,0.572596153846,0.615313461538,0.623419230769,0.640675,0.597189460102,0.736929786706,0.819348368048
h00ters,168.6,-31.5,39.5,10.0,63.0,15.0,2.0,24.0,11.0,0.57683,0.63891,0.645,0.69485,0.66006133223,0.74524690645,0.89874923046
Mr_Bill,246.2,329.44,8233.4,998.0,7838.0,1755.0,1301.0,1689.0,1145.0,0.548042284569,0.599408617234,0.613798496994,0.619001803607,0.60457050093,0.71758879519,0.814650897355
Kendo,553.2,711.54,2579.78,407.0,2616.0,777.0,230.0,724.0,560.0,0.556280835381,0.600638574939,0.623902702703,0.620765601966,0.57849978869,0.731876353832,0.817281347428
Travis,280.12,-71.98,332.52,46.0,282.0,35.0,20.0,124.0,82.0,0.552986956522,0.613004347826,0.667108695652,0.678176086957,0.641896122998,0.79881726938,0.873670714104
flubnurd2,100.34,-18.0,15.5,3.0,21.0,5.0,4.0,2.0,2.0,0.573533333333,0.7038,0.6845,0.6778,0.814079990967,0.882845445867,0.942420044967
catamite,105.34,-23.0,225.5,30.0,230.0,51.0,32.0,53.0,41.0,0.596416666667,0.712146666667,0.755523333333,0.771996666667,0.741637090733,0.861868375553,0.910037822823
marmotboy,228.38,66.52,242.52,21.0,202.0,53.0,26.0,35.0,12.0,0.572376190476,0.668361904762,0.693742857143,0.707447619048,0.725613542119,0.8206626057,0.853809655729
jzkbot,178.66,45.5,66.5,8.0,44.0,8.0,4.0,17.0,13.0,0.5886,0.6253125,0.671,0.65935,0.648857619963,0.74389101795,0.822861067512
randyhud,168.4,13.5,34.5,2.0,17.0,6.0,2.0,3.0,2.0,0.54155,0.7,0.79675,0.8687,0.7260427248,0.8239665097,0.97979037765
Aries,312.78,205.82,553.0,68.0,440.0,102.0,26.0,166.0,98.0,0.596395588235,0.645552941176,0.629389705882,0.652469117647,0.668818653029,0.725953871365,0.82625272394
crisis,139.82,328.46,2816.24,300.0,2598.0,644.0,376.0,608.0,239.0,0.584983333333,0.627069666667,0.628732333333,0.633618666667,0.633158632687,0.730771590684,0.825086361466
Stamen,193.12,-149.26,657.74,129.0,1003.0,228.0,127.0,271.0,136.0,0.548000775194,0.568343410853,0.566553488372,0.557735658915,0.571631380641,0.651781082147,0.774807132159
Tiger,121.86,19.5,44.5,3.0,21.0,7.0,3.0,3.0,4.0,0.5514,0.6718,0.7951,0.808066666667,0.672086270433,0.8768692092,0.8772796298
mnkywrnch,112.9,14.0,37.0,5.0,25.0,9.0,4.0,4.0,7.0,0.67496,0.74728,0.7396,0.71254,0.78083017822,0.79849262782,0.81269369288
Shaft,244.38,10.0,74.5,6.0,56.0,3.0,6.0,22.0,8.0,0.5823,0.651683333333,0.596033333333,0.729383333333,0.650680528633,0.78911128555,0.887785627067
ZettaHz,1410.74,555.22,369.5,63.0,422.0,60.0,32.0,171.0,93.0,0.561620634921,0.620966666667,0.618401587302,0.621593650794,0.629984429667,0.708962547165,0.811879794651
sharonz,155.2,-66.48,405.02,69.0,403.0,73.0,37.0,154.0,123.0,0.561827536232,0.623989855072,0.635388405797,0.618043478261,0.619764539043,0.738169197448,0.825225212719
Pitt,511.64,-50.74,324.0,38.0,249.0,53.0,33.0,70.0,64.0,0.583055263158,0.669263157895,0.665347368421,0.661976315789,0.704951990908,0.788865242447,0.837574128839
DKarma,984.56,778.04,234.0,40.0,234.0,66.0,25.0,66.0,45.0,0.556255,0.59089,0.59942,0.60417,0.594755142443,0.70424453435,0.819674716045
