Player,BankIni,BankInc,BankIncBet,TotalGames,TotalBet,TotalB,TotalR,TotalC,TotalK,PreflopVCom,FlopVCom,TurnVCom,RiverVCom,FlopVSim,TurnVSim,RiverVSim
oldbear,-162.88238842,-187.606658625,-917.024571773,-123.340772014,-828.731604343,-209.357659831,-106.664656212,-213.192400483,-174.813027744,0.010475842823,-0.075133322106,-0.0628685356185,-0.134026487165,-0.105306949085,-0.0678202757182,-0.119185911285
Charlie,554.23761158,127.173341375,-669.524571773,-87.3407720145,-649.731604343,-143.357659831,-88.6646562123,-172.192400483,-111.813027744,-0.0330700043531,-0.0567250164581,-0.0737579043892,-0.0708706732114,-0.127547987072,-0.102462498333,-0.070028871771
Chinook,46.8176115802,-154.606658625,-907.024571773,-117.340772014,-768.731604343,-186.357659831,-94.6646562123,-217.192400483,-174.813027744,-0.01495712421,-0.0350300254027,-0.0139729312229,-0.0642572563956,-0.13209484092,0.0563346017621,0.00912592487517
AAvenom,-141.88238842,-192.646658625,-933.024571773,-123.340772014,-823.731604343,-202.357659831,-106.664656212,-220.192400483,-180.813027744,-0.0032384428913,0.0729952493226,0.0245743215244,-0.0632550585934,0.0113311347297,-0.00167870921815,-0.0556192208567
NoClue,-35.7423884198,162.793341375,-648.044571773,-79.3407720145,-591.731604343,-160.357659831,-100.664656212,-91.1924004825,-83.8130277443,-0.0512838210426,-0.0401918655234,-0.0058486476633,-0.0295617812825,-0.00262847842747,-0.00540741897669,0.0087761213996
markh,-203.16238842,209.733341375,-271.284571773,-36.3407720145,-179.731604343,-58.3576598311,-44.6646562123,-15.1924004825,-87.8130277443,0.0603778185069,0.0658759484107,0.0516396710685,0.0558586192181,0.12028981874,0.0757356251145,0.0413820644439
afish,-51.5023884198,-269.826658625,1105.23542823,194.659227986,1328.26839566,280.642340169,107.335343788,494.807599517,258.186972256,-0.0181232780561,-0.0347100254027,-0.0396907773767,-0.0402652563956,-0.0557589621795,-0.0506117459989,-0.0377906559698
Iago,-176.98238842,-267.906658625,-536.264571773,-31.3407720145,-350.731604343,-62.3576598311,-68.6646562123,-63.1924004825,-16.8130277443,-0.00817235342521,-0.0475579974307,-0.0546608877108,-0.0843911336295,-0.0435091352699,-0.0330146024368,-0.0468507234619
F_U,22.5176115802,-157.866658625,-826.284571773,-112.340772014,-748.731604343,-192.357659831,-102.664656212,-189.192400483,-165.813027744,-0.066201141304,0.0238015985289,0.0826663850164,0.0443235128351,0.00509552998364,0.0604991045168,0.0475781630901
gumball,-141.18238842,-144.606658625,-936.524571773,-129.340772014,-857.731604343,-213.357659831,-111.664656212,-226.192400483,-187.813027744,-0.0785955857484,0.265823820751,0.265288607239,0.300373512835,0.315466195373,0.203712458239,0.112483184929
OlHickory,-91.7023884198,-233.666658625,-900.024571773,-117.340772014,-778.731604343,-200.357659831,-102.664656212,-201.192400483,-168.813027744,0.00465056809771,0.00824689767423,0.0471962995464,0.0550350512967,0.0305382596648,0.0574503735313,0.0455753863213
Porn_Star,221.05761158,-564.966658625,-434.024571773,-55.3407720145,-398.731604343,-90.3576598311,-38.6646562123,-129.192400483,-57.8130277443,0.0172057475849,-0.000726845915514,-0.0120327260947,0.00110151283514,-0.00525840731813,0.0110038568523,-0.000991281781653
burrito1,-31.1823884198,-128.106658625,-926.524571773,-128.340772014,-849.731604343,-210.357659831,-112.664656212,-222.192400483,-186.813027744,0.0896044142516,-0.0255761792488,-0.0936613927613,-0.161226487165,-0.0879090008775,-0.197680406611,-0.183660657221
SubEthan,-186.72238842,-174.606658625,-927.524571773,-123.340772014,-804.731604343,-202.357659831,-106.664656212,-209.192400483,-182.813027744,-0.00830987146273,-0.139761893535,-0.110497107047,-0.035983630022,-0.276506857627,-0.13886523219,-0.091951116271
jldude,-161.50238842,-214.846658625,-628.264571773,-72.3407720145,-475.731604343,-96.3576598311,-74.6646562123,-125.192400483,-126.813027744,-0.0216438616105,-0.0599882482144,-0.0575751858648,-0.0423385561304,-0.0636455554585,-0.0223431629541,-0.0153460833865
CrackBaby,-144.32238842,-105.026658625,-324.344571773,-44.3407720145,-319.731604343,-88.3576598311,-41.6646562123,-79.1924004825,-48.8130277443,-0.00334442295775,0.00242382075115,-0.0152904625288,-0.0105695104207,0.000978159519043,-0.0247708760657,0.00539413732087
Romper,-215.50238842,107.893341375,-892.784571773,-114.340772014,-774.731604343,-193.357659831,-110.664656212,-189.192400483,-165.813027744,-0.0132580857484,-0.0380386792488,-0.0304051427613,0.0332422628351,-0.0903456486212,0.0251273703577,0.0831916365665
Kaio-ken,-177.80238842,-171.046658625,-754.524571773,-104.340772014,-679.731604343,-169.357659831,-85.6646562123,-183.192400483,-153.813027744,0.00725056809771,0.0713199745973,0.0844732226233,0.0921042820659,0.0872646780418,0.0484060161428,0.0562271618098
hardkore,-151.66238842,-143.606658625,-808.524571773,-101.340772014,-713.731604343,-156.357659831,-109.664656212,-161.192400483,-149.813027744,-0.0238990340243,-0.0533796275247,-0.0695148410372,-0.0808161423373,-0.0938442927895,-0.0848222394645,-0.0701600049813
asdfjk1,-209.66238842,-223.906658625,-835.024571773,-106.340772014,-663.731604343,-176.357659831,-101.664656212,-157.192400483,-166.813027744,-0.0209622524151,-0.0107428459155,-0.000515559428001,0.0252860128351,-0.0103448181608,0.0344948032265,0.0322379137415
cardly,-161.74238842,-140.366658625,-855.784571773,-119.340772014,-794.731604343,-201.357659831,-105.664656212,-203.192400483,-167.813027744,0.0382953233425,0.0320147298421,0.0452340617841,-0.0465992144376,0.0186642577725,0.0202189209572,-0.0284019803346
Kevin,-206.66238842,-90.4466586248,-854.524571773,-118.340772014,-774.731604343,-191.357659831,-105.664656212,-201.192400483,-173.813027744,0.00827108091822,0.0630654874178,0.086046940572,0.0437318461685,0.0768384365392,0.065244506964,-0.0226188045877
Tominator,-53.0623884198,2048.69334138,5604.95542823,640.659227986,4965.26839566,1293.64234017,616.335343788,1107.80759952,530.186972256,0.0176753610739,0.0247923032414,0.0237611104812,0.0384259123163,0.0235066159405,0.0123150322599,0.0180639411256
Jime1,-186.16238842,-185.606658625,-830.524571773,-106.340772014,-683.731604343,-155.357659831,-98.6646562123,-173.192400483,-172.813027744,0.0397460809182,0.0641571540845,0.035046940572,0.0411610128351,0.0863994725017,0.0486063933723,0.00237678659151
HighWater,-194.24238842,-188.666658625,-796.544571773,-109.340772014,-729.731604343,-189.357659831,-101.664656212,-179.192400483,-154.813027744,-0.0332098714627,-0.0587095125822,-0.043697107047,-0.0666883919268,-0.0605524172132,0.0141296654247,-0.0221841618519
Rich,-176.22238842,308.013341375,109.475428227,-21.3407720145,-44.7316043426,12.6423401689,20.3353437877,-82.1924004825,-54.8130277443,-0.0346799894182,-0.0521147113589,-0.0546425854219,-0.033765019275,-0.0725618034366,-0.0535398498867,-0.0145602753618
wc__bot,-206.02238842,-58.3266586248,-550.784571773,-67.3407720145,-483.731604343,-119.357659831,-58.6646562123,-121.192400483,-87.8130277443,-0.027332093685,-0.0316126871854,-0.0621352022851,-0.0425963284347,-0.04900224771,-0.0677926395213,-0.024413741117
mels,-24.2823884198,22.0133413752,-589.764571773,-88.3407720145,-609.731604343,-133.357659831,-87.6646562123,-168.192400483,-123.813027744,0.00604012853727,0.0239523921797,0.0445790834291,0.0533949414066,-0.0253057178179,-0.00244309005863,0.0182124180147
Seve,-200.60238842,-143.686658625,-853.524571773,-112.340772014,-746.731604343,-188.357659831,-103.664656212,-187.192400483,-160.813027744,-0.0276900301929,0.0356015985289,0.0260941627942,0.0593012906129,0.0247211580059,-0.0265442170832,-0.00798168904876
PEPE,9.61761158022,548.073341375,-549.524571773,-86.3407720145,-587.731604343,-160.357659831,-90.6646562123,-126.192400483,-122.813027744,0.000197596069738,0.0307692752966,0.0385613345114,0.0662098764715,0.0270207297339,0.0282561830754,0.0154046244927
Timmy,-125.32238842,-126.206658625,-876.524571773,-123.340772014,-812.731604343,-200.357659831,-109.664656212,-209.192400483,-179.813027744,-0.0700813000342,0.010566677894,0.081602892953,0.200402084264,0.0504936128868,0.0603204860676,0.100137037658
acey77,6.41761158022,-203.206658625,-659.024571773,-90.3407720145,-641.731604343,-162.357659831,-97.6646562123,-147.192400483,-112.813027744,-0.0527205857484,0.0149488207512,0.0202936072387,0.0267385128351,0.0149054133425,-0.0300249405635,-0.0153972749485
M_D,168.75761158,-264.106658625,-632.024571773,-80.3407720145,-457.731604343,-140.357659831,-44.6646562123,-121.192400483,-124.813027744,-0.0102415857484,-0.0394301792488,-0.0510233927613,-0.0603884871649,-0.0375758984215,-0.065795544961,-0.031034237427
[oej],241.27761158,-64.7866586248,85.6354282268,3.65922798552,-2.73160434258,-21.3576598311,-19.6646562123,33.8075995175,7.18697225573,0.0392865038038,0.0480342685123,0.0498363684327,0.0429511247754,0.0391549504084,0.0349038986509,0.0234378251066
Frosty,-193.22238842,-121.466658625,893.215428227,68.6592279855,830.268395657,202.642340169,112.335343788,164.807599517,8.18697225573,0.00201948962844,0.00872482577628,0.0245348383944,0.0319036635889,-0.00824123119279,0.0071583572817,0.00325868531545
Barrister,-94.2423884198,1014.15334138,975.115428227,112.659227986,472.268395657,27.6423401689,-52.6646562123,367.807599517,280.186972256,0.0216245788606,0.0437234092285,0.04544663193,0.0679982041932,0.0547981373598,0.0412750077908,0.0425993387019
Apropos,-205.82238842,-208.366658625,-915.284571773,-109.340772014,-773.731604343,-187.357659831,-105.664656212,-190.192400483,-145.813027744,-0.0281384428913,-0.100519036392,-0.113159011809,-0.147893153832,-0.063963671837,-0.0653453297039,0.0341964123385
wolfdog,-194.66238842,940.753341375,-349.524571773,-41.3407720145,-331.731604343,-45.3576598311,-57.6646562123,-86.1924004825,-57.8130277443,0.0183684591954,0.0163721353579,0.014253775778,-0.000405138850254,0.038088658331,0.0385096398581,0.0309572513077
bk,-200.08238842,-94.2066586248,-854.784571773,-109.340772014,-709.731604343,-188.357659831,-90.6646562123,-177.192400483,-155.813027744,0.0309139380611,0.0605809636083,0.0252457500958,-0.0206502966887,0.0722615508487,-0.0142449628277,-0.0443309693043
sager[7],247.85761158,682.013341375,10611.0154282,1320.65922799,8705.26839566,2068.64234017,1316.33534379,2046.80759952,1960.18697226,-0.0155443796837,-0.00317528331501,-0.0030043631266,-0.00274757606907,-0.00253274945186,-0.0032675009506,0.00351261053508
aigsi,100.79761158,-446.166658625,-550.764571773,-78.3407720145,-486.731604343,-90.3576598311,-59.6646562123,-168.192400483,-134.813027744,0.00280056809771,-0.00746271771039,-0.0107921619921,0.000648512835139,-0.0275311885255,0.00045078374476,-0.00835990822291
h00ters,-139.88238842,-176.106658625,-921.024571773,-120.340772014,-802.731604343,-199.357659831,-111.664656212,-202.192400483,-177.813027744,0.00703441425156,0.0161338207512,0.0107886072387,0.0548235128351,0.0353406836025,0.00876790348899,0.071040954189
Mr_Bill,-62.2823884198,184.833341375,7272.87542823,867.659227986,6972.26839566,1540.64234017,1187.33534379,1462.80759952,956.186972256,-0.0217533011793,-0.0233675620144,-0.0204128957673,-0.0210246835576,-0.0201501476978,-0.0188902077707,-0.0130573789158
Kendo,244.71761158,566.933341375,1619.25542823,276.659227986,1750.26839566,562.642340169,116.335343788,497.807599517,371.186972256,-0.0135147503676,-0.0221376043103,-0.0103086900586,-0.0192608851993,-0.0462208599373,-0.00460264912907,-0.0104269288427
Travis,-28.3623884198,-216.586658625,-628.004571773,-84.3407720145,-583.731604343,-179.357659831,-93.6646562123,-102.192400483,-106.813027744,-0.0168086292267,-0.00977183142276,0.0328973028908,0.0381495997917,0.0171754743704,0.0623382664194,0.0459624378334
flubnurd2,-208.14238842,-162.606658625,-945.024571773,-127.340772014,-844.731604343,-209.357659831,-109.664656212,-224.192400483,-186.813027744,0.00373774758489,0.0810238207512,0.0502886072387,0.0377735128351,0.189359342339,0.146366442906,0.114711768696
catamite,-203.14238842,-167.606658625,-735.024571773,-100.340772014,-635.731604343,-163.357659831,-81.6646562123,-173.192400483,-147.813027744,0.0266210809182,0.0893704874178,0.121311940572,0.131970179502,0.116916442106,0.125389372592,0.0823295465523
marmotboy,-80.1023884198,-78.0866586248,-718.004571773,-109.340772014,-663.731604343,-161.357659831,-87.6646562123,-191.192400483,-176.813027744,0.00258060472775,0.0455857255131,0.0595314643815,0.0674211318828,0.100892893492,0.084183602739,0.0261013794576
jzkbot,-129.82238842,-99.1066586248,-894.024571773,-122.340772014,-821.731604343,-206.357659831,-109.664656212,-209.192400483,-175.813027744,0.0188044142516,0.00253632075115,0.0367886072387,0.0193235128351,0.024136971335,0.00741201498899,-0.00484720875849
randyhud,-140.08238842,-131.106658625,-926.024571773,-128.340772014,-848.731604343,-208.357659831,-111.664656212,-223.192400483,-186.813027744,-0.0282455857484,0.0772238207512,0.162538607239,0.228673512835,0.101322076173,0.087487506739,0.152082101379
Aries,4.29761158022,61.2133413752,-407.524571773,-62.3407720145,-425.731604343,-112.357659831,-87.6646562123,-60.1924004825,-90.8130277443,0.0266000024868,0.0227767619276,-0.00482168687898,0.0124426304822,0.0440980044019,-0.0105251315963,-0.00145555233128
crisis,-168.66238842,183.853341375,1855.71542823,169.659227986,1732.26839566,429.642340169,262.335343788,381.807599517,50.1869722557,0.0151877475849,0.00429348741782,-0.005479059428,-0.00640782049819,0.00843798405953,-0.00570741227701,-0.00262191480532
Stamen,-115.36238842,-293.866658625,-302.784571773,-1.34077201448,137.268395657,13.6423401689,13.3353437877,44.8075995175,-52.8130277443,-0.0217948105546,-0.0544327683961,-0.0676579043892,-0.0822908282501,-0.0530892679864,-0.0846979208145,-0.0529011441121
Tiger,-186.62238842,-125.106658625,-916.024571773,-127.340772014,-844.731604343,-207.357659831,-110.664656212,-223.192400483,-184.813027744,-0.0183955857484,0.0490238207512,0.160888607239,0.168040179502,0.0473656218059,0.140390206239,0.049571353529
mnkywrnch,-195.58238842,-130.606658625,-923.524571773,-125.340772014,-840.731604343,-205.357659831,-109.664656212,-222.192400483,-181.813027744,0.105164414252,0.124503820751,0.105388607239,0.0725135128351,0.156109529593,0.062013624859,-0.015014583391
Shaft,-64.1023884198,-134.606658625,-886.024571773,-124.340772014,-809.731604343,-211.357659831,-107.664656212,-204.192400483,-180.813027744,0.0125044142516,0.0289071540845,-0.038178059428,0.0893568461685,0.0259598800059,0.052632282589,0.0600773507957
ZettaHz,1102.25761158,410.613341375,-591.024571773,-67.3407720145,-443.731604343,-154.357659831,-81.6646562123,-55.1924004825,-95.8130277443,-0.00817495082781,-0.00180951258218,-0.0158098054597,-0.0184328363712,0.0052637810392,-0.0275164557959,-0.0158284816202
sharonz,-153.28238842,-211.086658625,-555.504571773,-61.3407720145,-462.731604343,-141.357659831,-76.6646562123,-72.1924004825,-65.8130277443,-0.00796804951656,0.00121367582362,0.00117701303577,-0.021983008904,-0.00495610958399,0.00169019448682,-0.00248306355215
Pitt,203.15761158,-195.346658625,-636.524571773,-92.3407720145,-616.731604343,-161.357659831,-80.6646562123,-156.192400483,-124.813027744,0.0132596774095,0.0464869786459,0.0311359756597,0.0219498286246,0.0802313422804,0.0523862394864,0.00986585256849
DKarma,676.07761158,633.433341375,-726.524571773,-90.3407720145,-631.731604343,-148.357659831,-88.6646562123,-160.192400483,-143.813027744,-0.0135405857484,-0.0318861792488,-0.0347913927613,-0.0358564871649,-0.029965506185,-0.032234468611,-0.00803356022599
XTC,824.67761158,29.0933413752,-656.764571773,-82.3407720145,-477.731604343,-143.357659831,-63.6646562123,-133.192400483,-111.813027744,-0.0168580857484,-0.0681074292488,-0.0473134760947,-0.0275348204982,-0.0728208181837,-0.0483353881443,-0.0274338235397
cap,-207.52238842,195.713341375,-516.024571773,-69.3407720145,-449.731604343,-122.357659831,-60.6646562123,-108.192400483,-112.813027744,0.0236929388417,0.0588648043577,0.0380082793698,0.0194948243105,0.0743377767561,0.0353917440767,0.0190686185962
Paul_E,-180.54238842,305.793341375,54.7554282268,-4.34077201448,69.2683956574,21.6423401689,13.3353437877,-28.1924004825,-75.8130277443,0.0116067952039,0.0352309636083,0.0408298770799,0.0564870048986,0.0364286523662,0.00690769237391,0.00310235384012
rufus,-108.48238842,-144.606658625,-951.524571773,-129.340772014,-857.731604343,-211.357659831,-112.664656212,-225.192400483,-188.813027744,-0.0616955857484,-0.00527617924885,0.0397886072387,0.0256735128351,0.0979361063725,0.198830505439,0.107607388429
sabylbot,-193.26238842,1423.69334138,3413.37542823,449.659227986,3236.26839566,737.642340169,436.335343788,791.807599517,614.186972256,0.0110066556309,0.025298131096,0.0274386072387,0.0270673059386,0.0556857480158,0.0426263122421,0.0233478046471
BahHumbug,-173.08238842,76.1933413752,-242.024571773,-35.3407720145,-264.731604343,-67.3576598311,-46.6646562123,-53.1924004825,-31.8130277443,0.0139128353042,0.0306111891722,0.0239265019755,0.036658775993,0.0200385181925,0.012544152859,0.024754449708
frogurt,170.39761158,-232.826658625,-526.264571773,-43.3407720145,-316.731604343,-70.3576598311,-24.6646562123,-130.192400483,-74.8130277443,-0.0322886891967,-0.0763118114328,-0.0846113927613,-0.124744877969,-0.0639294355861,-0.0676097399656,-0.0672113586767
nemo,180.21761158,-180.606658625,-955.284571773,-126.340772014,-831.731604343,-210.357659831,-111.664656212,-212.192400483,-179.813027744,0.0409544142516,0.0599738207512,0.00138860723867,-0.0665514871649,0.142920253898,0.055341571414,-0.022685401721
groucho,450.83761158,-141.606658625,-893.024571773,-118.340772014,-816.731604343,-195.357659831,-108.664656212,-213.192400483,-166.813027744,-0.0442872524151,-0.0737761792488,-0.075353059428,-0.115143153832,-0.169434463644,-0.129315240019,-0.0886473634377
jamboy,-98.1223884198,-133.606658625,-562.524571773,-97.3407720145,-566.731604343,-149.357659831,-74.6646562123,-160.192400483,-166.813027744,0.0312074445546,0.0609329116602,0.118106789057,0.134225027987,0.0890769916422,0.140731694839,0.0770461313199
BradR,319.07761158,427.573341375,-604.764571773,-84.3407720145,-572.731604343,-144.357659831,-76.6646562123,-137.192400483,-117.813027744,0.0261022403385,0.0355542555338,0.0444168681082,0.0436322084873,0.0058642692921,0.011369994502,-0.0141840287753
gsr[0],-199.08238842,-145.106658625,-857.024571773,-121.340772014,-799.731604343,-200.357659831,-104.664656212,-211.192400483,-177.813027744,0.0543377475849,0.18291270964,0.148910829461,0.128095735057,0.247038653384,0.135815171117,0.0878694077735
beavisbot,-208.68238842,-138.606658625,-912.024571773,-124.340772014,-832.731604343,-207.357659831,-110.664656212,-215.192400483,-175.813027744,-0.00181225241511,0.0524571540845,-0.000761392761334,0.140606846168,0.0252131710725,-0.0459720309443,0.122439090362
SevenDuce,-190.14238842,-198.686658625,-672.524571773,-99.3407720145,-656.731604343,-173.357659831,-86.6646562123,-160.192400483,-135.813027744,0.0277786077999,-0.00286327602304,0.0450660265935,0.0602831902545,0.00503835175318,0.0705230658583,0.0594445501193
ramesh,-192.58238842,-198.786658625,-33.3445717732,5.65922798552,-32.7316043426,10.6423401689,-10.6646562123,-3.19240048251,30.1869722557,-0.00522058574844,-0.000655591013553,0.00659669547396,0.0207316010704,0.00732788345415,-0.00329896624042,0.00861784071284
OHMAMA,-150.28238842,-145.606658625,-960.524571773,-128.340772014,-850.731604343,-213.357659831,-112.664656212,-218.192400483,-186.813027744,0.0555044142516,0.0517738207512,-0.0203613927613,-0.151876487165,0.0430087508225,-0.053051016411,-0.142121733971
Liz,-198.12238842,-120.606658625,-920.524571773,-127.340772014,-846.731604343,-207.357659831,-110.664656212,-223.192400483,-184.813027744,-0.0408622524151,0.0415571540845,0.0588552739053,0.133340179502,0.105125648873,-0.00498024959434,0.030921842429
Beelzebub,102.91761158,304.793341375,912.215428227,117.659227986,1166.26839566,303.642340169,172.335343788,187.807599517,44.1869722557,-0.00771010187748,-0.0276665018295,-0.0271831669549,-0.0168656000681,-0.0158813266061,-0.0103169097078,-0.00144574892583
tvp[3],-68.1423884198,74.3533413752,4451.15542823,500.659227986,3772.26839566,929.642340169,638.335343788,698.807599517,665.186972256,-0.00319400096239,-0.00895351680828,-0.00702993475817,0.00357382979235,-0.00900039795187,-0.00215398683851,0.00225377011237
Flesh_man,-37.7823884198,1340.89334138,1677.75542823,219.659227986,1314.26839566,249.642340169,239.335343788,252.807599517,412.186972256,-0.0106755857484,0.00610439217972,9.48929529517e-05,-0.00130648716486,0.0156287119968,0.00270114272413,-0.00141372658413
snaps,1081.03761158,-159.006658625,-937.524571773,-119.340772014,-822.731604343,-198.357659831,-110.664656212,-215.192400483,-164.813027744,-0.108831949385,-0.12476708834,-0.16172048367,-0.17427194171,-0.0815390053457,-0.101867221179,-0.0660574271164
speedoh,-14.0223884198,-158.266658625,-149.104571773,-18.3407720145,-138.731604343,-14.3576598311,-60.6646562123,2.80759951749,-54.8130277443,0.021269592823,0.0413389993226,0.0390600358101,0.0268886914066,0.0636260568127,0.0465670004667,0.0103585679103
NXess,-128.26238842,-124.506658625,-944.524571773,-125.340772014,-841.731604343,-206.357659831,-112.664656212,-216.192400483,-177.813027744,-0.0213755857484,-0.100836179249,-0.109691392761,-0.0309464871649,-0.223546948367,-0.218657104981,-0.131542117491
EdK,-209.74238842,-132.926658625,-913.524571773,-120.340772014,-792.731604343,-204.357659831,-107.664656212,-198.192400483,-175.813027744,0.0612344142516,0.126743820751,0.0681286072387,0.0258735128351,0.0768706032525,-0.024361386701,-0.060143865901
ez_r00ler,-179.92238842,-198.566658625,-682.524571773,-93.3407720145,-595.731604343,-175.357659831,-79.6646562123,-142.192400483,-143.813027744,-0.0536523425052,-0.0300923954651,-0.029214095464,-0.00747783851621,-0.0388926375869,-0.0164182343772,-0.00400819332774
karlon,-144.08238842,136.993341375,-850.024571773,-122.340772014,-801.731604343,-207.357659831,-108.664656212,-202.192400483,-177.813027744,0.00804191425156,-0.0540886792488,0.0183261072387,0.0328110128351,-0.089714146015,-0.011789511786,-0.0228294497335
suckfish,-108.10238842,-191.326658625,-580.524571773,-87.3407720145,-584.731604343,-163.357659831,-90.6646562123,-120.192400483,-122.813027744,0.0245160421585,0.0838331230767,0.0999607002619,0.0899339779514,0.0910541138702,0.100202324299,0.0765421448197
Pyl0t,66.6776115802,168.873341375,-844.524571773,-117.340772014,-780.731604343,-203.357659831,-107.664656212,-191.192400483,-172.813027744,-0.0251417395946,-0.0372761792488,0.0251962995464,0.00371966668129,-0.0216771827275,0.0632326864544,0.0457345624059
gnla,-144.86238842,1023.37334138,3860.75542823,534.659227986,3908.26839566,1023.64234017,501.335343788,953.807599517,611.186972256,0.00888260974028,-0.0041273070684,-0.00397214464103,-0.00014844205208,-0.0172590069421,-0.0228905068332,-0.0141162350575
Milkshake,-41.6223884198,-174.606658625,-710.524571773,-110.340772014,-702.731604343,-178.357659831,-90.6646562123,-195.192400483,-167.813027744,0.0218594142516,0.0756038207512,0.103823607239,0.137858512835,0.0797449260725,0.093441061219,0.078116630614
MucusPig,-176.12238842,-118.866658625,-833.784571773,-103.340772014,-721.731604343,-178.357659831,-100.664656212,-171.192400483,-141.813027744,-0.000999289452148,-0.0402021051748,-0.0598928742428,-0.128578339017,-0.0456363938497,-0.100883368705,-0.093501701908
SBarker,-195.28238842,-169.106658625,-901.024571773,-115.340772014,-782.731604343,-196.357659831,-104.664656212,-198.192400483,-158.813027744,-0.0425089190818,-0.0681561792488,-0.076898059428,-0.0558064871649,-0.202141463114,-0.160870297948,-0.140491851244
kurt,49.7576115802,-380.346658625,-293.024571773,-43.3407720145,-218.731604343,-29.3576598311,-30.6646562123,-82.1924004825,-116.813027744,-0.0122748960933,-0.00268767350172,0.0102529750548,-0.00363338371658,0.0223331198266,0.0134685534286,-0.0133694992043
Grimm,-76.3023884198,1012.31334138,91.9754282268,-27.3407720145,-8.73160434258,-29.3576598311,62.3353437877,-56.1924004825,-56.8130277443,0.00846460842631,-0.00110142196729,0.0102128790833,-0.0308827978445,0.0157292579997,0.0129143690205,-0.00825964170011
timlo,-185.64238842,477.893341375,104.955428227,5.65922798552,-7.73160434258,-44.3576598311,-49.6646562123,102.807599517,56.1869722557,0.000209561310379,0.0125907325159,-0.00690036334957,-0.00695075187074,0.0108011930299,-0.0179272128985,-0.0151575659394
Alvin2,65.9176115802,-108.206658625,-828.024571773,-107.340772014,-700.731604343,-159.357659831,-99.6646562123,-174.192400483,-156.813027744,-0.0132303683571,-0.0735109618575,-0.0962244362396,-0.0832134436866,-0.104203997154,-0.118135478265,-0.0199942207536
DesNuts,1013.09761158,634.353341375,-260.024571773,-26.3407720145,-253.731604343,-62.3576598311,-19.6646562123,-88.1924004825,-3.81302774427,-0.0103407780561,-0.00884060232577,-0.0271844696844,-0.0133091794726,-0.0257719974188,-0.0330575641197,-0.0033942200306
Han-guk,-165.28238842,-158.486658625,-401.524571773,-35.3407720145,-273.731604343,-98.3576598311,-48.6646562123,-34.1924004825,-45.8130277443,0.00509494056735,-0.012918284512,-0.0398356032877,-0.0597601713754,-0.00422589202115,-0.0484597588294,-0.0509931165268
Dicky,-24.5423884198,14.0133413752,-699.524571773,-79.3407720145,-629.731604343,-154.357659831,-95.6646562123,-133.192400483,-97.8130277443,0.00366912013391,-0.00561343415081,-0.0287643339378,-0.0359755067727,0.0140678909235,-0.0282101373375,-0.019984311871
sager{6},804.39761158,-134.606658625,-935.524571773,-128.340772014,-853.731604343,-214.357659831,-110.664656212,-224.192400483,-184.813027744,0.0537544142516,0.0152238207512,-0.0176613927613,-0.0266264871649,-0.0688359870775,0.079405812489,0.147627050179
RT,-204.24238842,-176.606658625,-616.524571773,-74.3407720145,-487.731604343,-122.357659831,-79.6646562123,-116.192400483,-109.813027744,0.0376044142516,0.0288381064654,0.0289457500958,0.0479270842637,0.060386780335,0.0393752879336,0.0271718282433
RV,238.91761158,201.093341375,1443.43542823,204.659227986,1210.26839566,338.642340169,163.335343788,311.807599517,313.186972256,-0.00728185440516,-0.00660423895034,-0.00823975097029,-0.00764290507531,-0.00373504657851,-0.0184123710294,-0.0169501038868
apex,60.3176115802,-162.606658625,-875.524571773,-114.340772014,-779.731604343,-185.357659831,-99.6646562123,-209.192400483,-157.813027744,-0.0298393357484,-0.0234886792488,0.00963860723867,0.00321726283514,-0.0287417763025,0.0190663642202,-0.0370027873397
PeeWee,-168.72238842,-39.4666586248,-697.524571773,-99.3407720145,-678.731604343,-184.357659831,-99.6646562123,-146.192400483,-136.813027744,0.0193044142516,0.0564754336544,0.0518305427225,0.0442702870287,0.0943507019919,0.0925382118712,0.0532494293935
sskyy,-65.5823884198,128.873341375,240.255428227,10.6592279855,223.268395657,-14.3576598311,69.3353437877,40.8075995175,-7.81302774427,0.0312831376558,-0.00335773953254,-0.00256671191027,0.008274222055,0.0266114526839,0.011793432034,0.0131692258425
RD,-29.6223884198,-234.846658625,319.975428227,48.6592279855,303.268395657,115.642340169,-12.6646562123,100.807599517,60.1869722557,0.000749665648204,-0.0240275758969,-0.0210102754429,-0.0301722972207,-0.0441545674476,-0.0395827992711,-0.0352771375095
RF,409.99761158,621.493341375,-463.264571773,-76.3407720145,-463.731604343,-143.357659831,-66.6646562123,-108.192400483,-122.813027744,0.0354007105479,0.0759849318623,0.0681700887201,0.0889920313537,0.0796168627244,0.0640543229038,0.0683474109568
Midnite,-36.2223884198,-231.106658625,-416.024571773,-57.3407720145,-186.731604343,-67.3576598311,-4.6646562123,-83.1924004825,-114.813027744,-0.0352791473923,-0.0684227545913,-0.0732894749531,-0.0979305967539,-0.128699985356,-0.0921018421925,-0.072701305097
KlgrTrout,-201.14238842,-134.606658625,-924.024571773,-122.340772014,-831.731604343,-203.357659831,-110.664656212,-215.192400483,-174.813027744,-0.00780808574844,-0.116613679249,-0.138886392761,-0.137238987165,-0.07035447909,-0.094055687486,0.013219873829
