Player,BankIni,BankInc,BankIncBet,TotalGames,TotalBet,TotalB,TotalR,TotalC,TotalK,PreflopVCom,FlopVCom,TurnVCom,RiverVCom,FlopVSim,TurnVSim,RiverVSim
Mist,-163.50238842,-84.6066586248,-768.524571773,-91.3407720145,-647.731604343,-142.357659831,-85.6646562123,-174.192400483,-127.813027744,-0.0274545601074,-0.0265043843771,-0.0437729312229,-0.043813666652,6.54393725316e-05,-0.0135046554302,-0.00796485621714
__--,-216.24238842,-17.6466586248,84.7354282268,35.6592279855,65.2683956574,112.642340169,54.3353437877,-92.1924004825,82.1869722557,-0.0427214893629,-0.0787207575621,-0.0758800674601,-0.0843837160805,-0.0750519813443,-0.0571698835731,-0.0208262788077
drh,-110.94238842,-44.6066586248,-629.524571773,-96.3407720145,-679.731604343,-180.357659831,-107.664656212,-143.192400483,-136.813027744,-0.0422691151602,-0.011014414543,0.00990919547396,0.0120176304822,-0.0487431988275,-0.0404078595698,-0.0316130169033
GRose,-190.08238842,378.593341375,-909.024571773,-120.340772014,-812.731604343,-203.357659831,-104.664656212,-213.192400483,-168.813027744,0.0152044142516,-0.0193661792488,-0.00906139276133,-0.0357264871649,0.00328870897253,-0.071501011761,-0.022245167961
gls,-203.00238842,-210.606658625,-783.024571773,-109.340772014,-671.731604343,-182.357659831,-84.6646562123,-182.192400483,-165.813027744,-0.0361336809865,-0.0546142744869,-0.084897107047,-0.112993153832,-0.078094928737,-0.0898349790467,-0.0636639589138
Bingo,-174.08238842,107.873341375,-27.5245717732,-1.34077201448,5.26839565742,-2.35765983112,-7.6646562123,-4.19240048251,-27.8130277443,0.0271540266547,0.0487075416814,0.0400289173162,0.0306324275638,0.0867655499066,0.0498754165653,0.0185392955112
T_Rex,-191.78238842,-147.626658625,-766.044571773,-105.340772014,-699.731604343,-175.357659831,-94.6646562123,-185.192400483,-154.813027744,-0.0697315857484,-0.0253001792488,0.0336166072387,0.0392535128351,-0.0214702715595,0.058914308203,0.025156192589
mkong55,-31.3623884198,1038.41334138,-12.2645717732,1.65922798552,48.2683956574,64.6423401689,25.3353437877,-63.1924004825,-32.8130277443,0.00515820213034,0.0024639722663,0.0155484557235,0.00687730071393,0.036640521721,0.0346419891428,0.013643891054
ThePhonz,392.91761158,549.593341375,-886.524571773,-123.340772014,-813.731604343,-209.357659831,-102.664656212,-214.192400483,-180.813027744,0.0138615571087,-0.0841047506774,-0.077797107047,-0.034183630022,-0.255346305485,-0.146338771032,-0.0626404909138
Junk,-146.04238842,186.433341375,1378.41542823,195.659227986,1427.26839566,323.642340169,175.335343788,385.807599517,272.186972256,-0.00384711949078,-0.0175350749544,-0.0309224357061,-0.0302728061833,-0.0225688523241,-0.0308970368113,-0.0311285200182
saffokles,-75.5223884198,-125.106658625,-903.524571773,-122.340772014,-817.731604343,-203.357659831,-112.664656212,-206.192400483,-174.813027744,-0.00574558574844,-0.0464136792488,-0.0775363927613,-0.0806889871649,-0.0449435454775,-0.156425443061,-0.100233440183
Diggity,182.97761158,-128.606658625,-912.524571773,-125.340772014,-839.731604343,-209.357659831,-110.664656212,-218.192400483,-177.813027744,-0.0176155857484,-0.0292161792488,-0.0768313927613,-0.0838464871649,0.0223206294125,2.51371589912e-05,0.021562816789
